   1.0009999999999999     
  2.00000000000000004E-002         501
   0.1886439608   0.0000000000   0.0000000000
   0.1882969101   0.0000000000   0.0000000000
   0.1879474691   0.0000000000   0.0000000000
   0.1875954995   0.0000000000   0.0000000000
   0.1872408482   0.0000000000   0.0000000000
   0.1868833457   0.0000000000   0.0000000000
   0.1865228032   0.0000000000   0.0000000000
   0.1861590101   0.0000000000   0.0000000000
   0.1857917308   0.0000000000   0.0000000000
   0.1854207003   0.0000000000   0.0000000000
   0.1850456193   0.0000000000   0.0000000000
   0.1846661485   0.0000000000   0.0000000000
   0.1842819008   0.0000000000   0.0000000000
   0.1838924323   0.0000000000   0.0000000000
   0.1834972588   0.0000000000   0.0000000000
   0.1830960728   0.0000000000   0.0000000000
   0.1826886709   0.0000000000   0.0000000000
   0.1822748397   0.0000000000   0.0000000000
   0.1818543543   0.0000000000   0.0000000000
   0.1814269772   0.0000000000   0.0000000000
   0.1809924582   0.0000000000   0.0000000000
   0.1805505326   0.0000000000   0.0000000000
   0.1801009203   0.0000000000   0.0000000000
