idx,norm,fluct_k,nucleon_width,tau_R,alpha,eta_over_s_at_kink
50,13.275601326730104,1.2543444496358283,0.9610222898859062,0.7942610747674479,-0.3104849165526685,0.05126422430202376
51,11.583459700383248,2.1746660303282557,1.444151291139657,0.5421354488730434,-0.1253195564472115,0.15351208291538057
52,15.83032469697297,0.638169757154769,0.5278858840258329,1.1145133724161431,-0.09620985928806453,0.08299616370759903
53,13.576271472722288,0.36913027793937375,0.888455352087505,1.4160168536216962,-0.248484349878272,0.12160674310978503
54,10.64272058390081,1.8126336337400137,0.4051926455353387,0.502025029100012,-0.06080818467889898,0.06302082723490889
55,17.862186518907542,1.9005894166335935,0.569863619302399,1.9700358785674905,-0.34927868083817903,0.21404195943009113
56,14.677426332551985,0.9424837820765091,1.1591740698944777,1.3665460805678737,-0.016465709634358006,0.03169287810549141
57,14.211389802657063,2.96644766333769,0.7545436176937073,1.402898803823162,-0.187742807046743,0.21907880372870703
58,16.5598367950134,2.9058314707805413,0.7059288825984117,1.5430460058338942,-0.48783189859241244,0.12979466658514
59,15.437667828127744,2.8469230846222504,1.0178150695788204,1.5244307481488204,-0.1190592880547045,0.02001886135488748
60,15.685815748460591,2.4624511442813097,0.4431934429509566,0.3776634241393767,-0.011084498635027473,0.13219587790369983
61,10.266613492872565,0.5184794373158366,0.8460571813238784,0.2721443957332522,-0.08482568738399998,0.203587951491028
62,17.470486900433897,1.7271757357148454,1.2918307392720596,0.6594057991048322,-0.48016997150843965,0.24797645191997297
63,16.105484059527512,2.766281817356357,1.2823373200893404,1.632570487797726,-0.3713875474210365,0.22432866287250067
64,13.650840715523808,1.9700355273813464,0.44889138547051693,1.644589910014067,-0.0024202473007610137,0.23967933269925423
65,10.229261060189456,0.8860829665618939,1.1812820113268678,0.3226366827092133,-0.304478478867095,0.018165935082361095
66,14.342656774464992,1.4184066959498443,0.9196267213826074,0.4690478358366518,-0.10322306568152251,0.13260201385430992
67,10.112389727253467,1.8069358842875813,1.499072685352992,1.875176718538626,-0.411234982224414,0.13832250424250966
68,10.450061691235751,1.157195595767583,0.5805866989551581,1.1285936518870299,-0.41503611062420553,0.16343163585141304
69,11.18016152217984,0.7587230357509096,1.4635968222359668,0.34143433588370686,-0.2550092443602625,0.19359507735297088
70,15.353729216773065,0.7018666834419138,0.598825262206141,1.3368382018906988,-0.4968693142500706,0.08952270826995376
71,17.051755113136025,1.3308305348530416,1.0344241081101353,1.2998512687212793,-0.32504057081299853,0.15561159008126704
72,12.42791521402076,1.1761538532392577,0.5203965316605755,1.7310847821324138,-0.02096056286711251,0.03031859982963652
73,12.94976898171008,2.7970408691042103,1.3942878068485296,1.2658088211021379,-0.13520797924837102,0.24218055239710962
74,17.196294407583775,1.84501665294799,0.7507480283405165,1.4435850149141618,-0.03271828100318103,0.1412914558213204
75,11.865571049973369,1.029900160677731,1.3338885708095043,1.6904029445298956,-0.2632407834590415,0.03727333087679008
76,16.265481744222342,2.296210857641184,1.1703309244452975,1.7647018548459752,-0.4465801323088815,0.016684531642682847
77,14.83698339182883,2.887104932744523,0.930438957664417,0.7321133079826831,-0.2716446270316375,0.10768066309783599
78,15.913507375046608,2.107199022071204,1.196586391572608,0.3512996531240642,-0.157019762902055,0.24623842500131585
79,16.47636186160147,0.8140730090348522,0.5546517020522155,0.2558604476428591,-0.04131225460558202,0.014356258967146287
80,16.758257304802534,0.5645731618409044,1.413618809872307,1.170250819447916,-0.4212403947790155,0.04443045209106064
81,13.77545110221952,0.5810913659927901,0.7896634486857805,0.5290875060334796,-0.4501765865064226,0.18550948574114584
82,10.375243737585842,2.3372269665396304,1.0460554598383611,0.8704009194001563,-0.4430288680898955,0.24503071275241672
83,17.76582615179941,2.926984170407989,0.47338031029701233,1.868257167167495,-0.234362939586863,0.11701070600636296
84,10.570150898043066,0.4646020653597078,0.6476218963998835,1.832895868088585,-0.47076619052677415,0.022970214080810535
85,15.4908545502834,0.5066761256398167,1.4254242479426318,0.3896082466840748,-0.09185941446572549,0.060108121062256485
86,17.283377677053217,1.6308506508897982,0.5021755915861577,0.21660485397651794,-0.396417956246296,0.03888164784722032
87,10.552969797533006,2.654709621508838,0.6132298277171799,0.9070649242224176,-0.4556143350654748,0.05482586099281912
88,17.674174069557335,0.3050419912410434,1.48378917401284,1.699065761696082,-0.4044142461381855,0.22797513869721447
89,11.366327449381352,2.6464763747197586,1.3821841489367657,1.9209716707915063,-0.089697836850537,0.0848411971677095
90,12.503644141741097,1.7364459851835854,0.8080340225154072,1.9040537185920399,-0.338735586067196,0.18956895849537111
91,11.49288356821984,0.4263842633070891,0.4619944154494442,0.763709766802843,-0.19547460302012049,0.08108628498297184
92,11.221568045131864,2.8348698408629267,1.0903371879828634,0.4024121151501308,-0.048388730745064,0.02888189781270921
93,17.537092427685856,0.43956064639915704,0.4776194742962253,1.0686985645494422,-0.173330956158461,0.22979516313374032
94,11.057785051036625,0.7308213470752818,1.358921449288726,1.3176078967889768,-0.06944786049542001,0.19902381788417703
95,17.423679146505897,2.740092579460703,0.6542269285486546,0.5970127526456492,-0.46182898589409893,0.23672527879159888
96,17.978045116551222,2.717610344453947,1.4557751555603464,1.2493535266811955,-0.10872529137763198,0.16022064275424927
97,13.172879567369815,1.6907036182126034,1.4745075631358202,0.42394577355496643,-0.49476099886815067,0.09166457653958344
98,16.93064194722101,1.1081597058617043,0.7828382985785138,1.990769705621991,-0.146815514068585,0.01089024788029492
99,10.802288286406544,2.5150177485658776,0.4142630488059949,0.7492565100751813,-0.15276604548795147,0.23466486713550974
