  1.00000000000000002E-003
  2.00000000000000004E-003         501
   0.1742067956   0.0000000000   0.0000000000
   0.1741494600   0.0000000000   0.0000000000
   0.1740919914   0.0000000000   0.0000000000
   0.1740343892   0.0000000000   0.0000000000
   0.1739766526   0.0000000000   0.0000000000
   0.1739187810   0.0000000000   0.0000000000
   0.1738607737   0.0000000000   0.0000000000
   0.1738026300   0.0000000000   0.0000000000
   0.1737443493   0.0000000000   0.0000000000
   0.1736859307   0.0000000000   0.0000000000
   0.1736273736   0.0000000000   0.0000000000
   0.1735686774   0.0000000000   0.0000000000
   0.1735098412   0.0000000000   0.0000000000
   0.1734508643   0.0000000000   0.0000000000
   0.1733917461   0.0000000000   0.0000000000
   0.1733324858   0.0000000000   0.0000000000
   0.1732730826   0.0000000000   0.0000000000
   0.1732135358   0.0000000000   0.0000000000
   0.1731538447   0.0000000000   0.0000000000
   0.1730940085   0.0000000000   0.0000000000
   0.1730340264   0.0000000000   0.0000000000
   0.1729738976   0.0000000000   0.0000000000
   0.1729136214   0.0000000000   0.0000000000
   0.1728531971   0.0000000000   0.0000000000
   0.1727926237   0.0000000000   0.0000000000
   0.1727319006   0.0000000000   0.0000000000
   0.1726710268   0.0000000000   0.0000000000
   0.1726100017   0.0000000000   0.0000000000
   0.1725488243   0.0000000000   0.0000000000
   0.1724874939   0.0000000000   0.0000000000
   0.1724260096   0.0000000000   0.0000000000
   0.1723643707   0.0000000000   0.0000000000
   0.1723025761   0.0000000000   0.0000000000
   0.1722406252   0.0000000000   0.0000000000
   0.1721785171   0.0000000000   0.0000000000
   0.1721162508   0.0000000000   0.0000000000
   0.1720538255   0.0000000000   0.0000000000
   0.1719912403   0.0000000000   0.0000000000
   0.1719284944   0.0000000000   0.0000000000
   0.1718655868   0.0000000000   0.0000000000
   0.1718025167   0.0000000000   0.0000000000
   0.1717392831   0.0000000000   0.0000000000
   0.1716758851   0.0000000000   0.0000000000
   0.1716123219   0.0000000000   0.0000000000
   0.1715485924   0.0000000000   0.0000000000
   0.1714846957   0.0000000000   0.0000000000
   0.1714206308   0.0000000000   0.0000000000
   0.1713563969   0.0000000000   0.0000000000
   0.1712919930   0.0000000000   0.0000000000
   0.1712274180   0.0000000000   0.0000000000
   0.1711626710   0.0000000000   0.0000000000
   0.1710977509   0.0000000000   0.0000000000
   0.1710326569   0.0000000000   0.0000000000
   0.1709673879   0.0000000000   0.0000000000
   0.1709019428   0.0000000000   0.0000000000
   0.1708363207   0.0000000000   0.0000000000
   0.1707705205   0.0000000000   0.0000000000
   0.1707045411   0.0000000000   0.0000000000
   0.1706383816   0.0000000000   0.0000000000
   0.1705720408   0.0000000000   0.0000000000
   0.1705055176   0.0000000000   0.0000000000
   0.1704388110   0.0000000000   0.0000000000
   0.1703719199   0.0000000000   0.0000000000
   0.1703048432   0.0000000000   0.0000000000
   0.1702375798   0.0000000000   0.0000000000
   0.1701701285   0.0000000000   0.0000000000
   0.1701024882   0.0000000000   0.0000000000
   0.1700346577   0.0000000000   0.0000000000
   0.1699666360   0.0000000000   0.0000000000
   0.1698984218   0.0000000000   0.0000000000
   0.1698300140   0.0000000000   0.0000000000
   0.1697614113   0.0000000000   0.0000000000
   0.1696926126   0.0000000000   0.0000000000
   0.1696236167   0.0000000000   0.0000000000
   0.1695544223   0.0000000000   0.0000000000
   0.1694850282   0.0000000000   0.0000000000
   0.1694154332   0.0000000000   0.0000000000
   0.1693456360   0.0000000000   0.0000000000
   0.1692756353   0.0000000000   0.0000000000
   0.1692054298   0.0000000000   0.0000000000
   0.1691350183   0.0000000000   0.0000000000
   0.1690643994   0.0000000000   0.0000000000
   0.1689935719   0.0000000000   0.0000000000
   0.1689225343   0.0000000000   0.0000000000
   0.1688512854   0.0000000000   0.0000000000
   0.1687798238   0.0000000000   0.0000000000
   0.1687081481   0.0000000000   0.0000000000
   0.1686362570   0.0000000000   0.0000000000
   0.1685641489   0.0000000000   0.0000000000
   0.1684918226   0.0000000000   0.0000000000
   0.1684192766   0.0000000000   0.0000000000
   0.1683465094   0.0000000000   0.0000000000
   0.1682735196   0.0000000000   0.0000000000
   0.1682003057   0.0000000000   0.0000000000
   0.1681268662   0.0000000000   0.0000000000
   0.1680531997   0.0000000000   0.0000000000
   0.1679793045   0.0000000000   0.0000000000
   0.1679051793   0.0000000000   0.0000000000
   0.1678308224   0.0000000000   0.0000000000
   0.1677562323   0.0000000000   0.0000000000
   0.1676814073   0.0000000000   0.0000000000
   0.1676063460   0.0000000000   0.0000000000
   0.1675310466   0.0000000000   0.0000000000
   0.1674555075   0.0000000000   0.0000000000
   0.1673797272   0.0000000000   0.0000000000
   0.1673037039   0.0000000000   0.0000000000
   0.1672274360   0.0000000000   0.0000000000
   0.1671509217   0.0000000000   0.0000000000
   0.1670741594   0.0000000000   0.0000000000
   0.1669971472   0.0000000000   0.0000000000
   0.1669198835   0.0000000000   0.0000000000
   0.1668423665   0.0000000000   0.0000000000
   0.1667645944   0.0000000000   0.0000000000
   0.1666865653   0.0000000000   0.0000000000
   0.1666082775   0.0000000000   0.0000000000
   0.1665297290   0.0000000000   0.0000000000
   0.1664509181   0.0000000000   0.0000000000
   0.1663718428   0.0000000000   0.0000000000
   0.1662925012   0.0000000000   0.0000000000
   0.1662128913   0.0000000000   0.0000000000
   0.1661330113   0.0000000000   0.0000000000
   0.1660528591   0.0000000000   0.0000000000
   0.1659724328   0.0000000000   0.0000000000
   0.1658917302   0.0000000000   0.0000000000
   0.1658107494   0.0000000000   0.0000000000
   0.1657294884   0.0000000000   0.0000000000
   0.1656479449   0.0000000000   0.0000000000
   0.1655661169   0.0000000000   0.0000000000
   0.1654840022   0.0000000000   0.0000000000
   0.1654015988   0.0000000000   0.0000000000
   0.1653189043   0.0000000000   0.0000000000
   0.1652359166   0.0000000000   0.0000000000
   0.1651526334   0.0000000000   0.0000000000
   0.1650690525   0.0000000000   0.0000000000
   0.1649851716   0.0000000000   0.0000000000
   0.1649009883   0.0000000000   0.0000000000
   0.1648165003   0.0000000000   0.0000000000
   0.1647317053   0.0000000000   0.0000000000
   0.1646466007   0.0000000000   0.0000000000
   0.1645611842   0.0000000000   0.0000000000
   0.1644754534   0.0000000000   0.0000000000
   0.1643894056   0.0000000000   0.0000000000
   0.1643030385   0.0000000000   0.0000000000
   0.1642163494   0.0000000000   0.0000000000
   0.1641293358   0.0000000000   0.0000000000
   0.1640419950   0.0000000000   0.0000000000
   0.1639543244   0.0000000000   0.0000000000
   0.1638663212   0.0000000000   0.0000000000
   0.1637779829   0.0000000000   0.0000000000
   0.1636893066   0.0000000000   0.0000000000
   0.1636002896   0.0000000000   0.0000000000
   0.1635109290   0.0000000000   0.0000000000
   0.1634212220   0.0000000000   0.0000000000
   0.1633311657   0.0000000000   0.0000000000
   0.1632407571   0.0000000000   0.0000000000
   0.1631499933   0.0000000000   0.0000000000
   0.1630588713   0.0000000000   0.0000000000
   0.1629673880   0.0000000000   0.0000000000
   0.1628755404   0.0000000000   0.0000000000
   0.1627833253   0.0000000000   0.0000000000
   0.1626907396   0.0000000000   0.0000000000
   0.1625977800   0.0000000000   0.0000000000
   0.1625044433   0.0000000000   0.0000000000
   0.1624107263   0.0000000000   0.0000000000
   0.1623166255   0.0000000000   0.0000000000
   0.1622221377   0.0000000000   0.0000000000
   0.1621272593   0.0000000000   0.0000000000
   0.1620319869   0.0000000000   0.0000000000
   0.1619363170   0.0000000000   0.0000000000
   0.1618402460   0.0000000000   0.0000000000
   0.1617437703   0.0000000000   0.0000000000
   0.1616468862   0.0000000000   0.0000000000
   0.1615495900   0.0000000000   0.0000000000
   0.1614518779   0.0000000000   0.0000000000
   0.1613537462   0.0000000000   0.0000000000
   0.1612551909   0.0000000000   0.0000000000
   0.1611562081   0.0000000000   0.0000000000
   0.1610567938   0.0000000000   0.0000000000
   0.1609569439   0.0000000000   0.0000000000
   0.1608566545   0.0000000000   0.0000000000
   0.1607559212   0.0000000000   0.0000000000
   0.1606547400   0.0000000000   0.0000000000
   0.1605531064   0.0000000000   0.0000000000
   0.1604510161   0.0000000000   0.0000000000
   0.1603484649   0.0000000000   0.0000000000
   0.1602454480   0.0000000000   0.0000000000
   0.1601419611   0.0000000000   0.0000000000
   0.1600379996   0.0000000000   0.0000000000
   0.1599335586   0.0000000000   0.0000000000
   0.1598286335   0.0000000000   0.0000000000
   0.1597232195   0.0000000000   0.0000000000
   0.1596173117   0.0000000000   0.0000000000
   0.1595109050   0.0000000000   0.0000000000
   0.1594039946   0.0000000000   0.0000000000
   0.1592965751   0.0000000000   0.0000000000
   0.1591886414   0.0000000000   0.0000000000
   0.1590801883   0.0000000000   0.0000000000
   0.1589712104   0.0000000000   0.0000000000
   0.1588617021   0.0000000000   0.0000000000
   0.1587516581   0.0000000000   0.0000000000
   0.1586410725   0.0000000000   0.0000000000
   0.1585299398   0.0000000000   0.0000000000
   0.1584182541   0.0000000000   0.0000000000
   0.1583060095   0.0000000000   0.0000000000
   0.1581931999   0.0000000000   0.0000000000
   0.1580798194   0.0000000000   0.0000000000
   0.1579658617   0.0000000000   0.0000000000
   0.1578513204   0.0000000000   0.0000000000
   0.1577361892   0.0000000000   0.0000000000
   0.1576204616   0.0000000000   0.0000000000
   0.1575041309   0.0000000000   0.0000000000
   0.1573871903   0.0000000000   0.0000000000
   0.1572696331   0.0000000000   0.0000000000
   0.1571514522   0.0000000000   0.0000000000
   0.1570326406   0.0000000000   0.0000000000
   0.1569131909   0.0000000000   0.0000000000
   0.1567930960   0.0000000000   0.0000000000
   0.1566723483   0.0000000000   0.0000000000
   0.1565509401   0.0000000000   0.0000000000
   0.1564288638   0.0000000000   0.0000000000
   0.1563061114   0.0000000000   0.0000000000
   0.1561826750   0.0000000000   0.0000000000
   0.1560585464   0.0000000000   0.0000000000
   0.1559337172   0.0000000000   0.0000000000
   0.1558081789   0.0000000000   0.0000000000
   0.1556819230   0.0000000000   0.0000000000
   0.1555549406   0.0000000000   0.0000000000
   0.1554272228   0.0000000000   0.0000000000
   0.1552987605   0.0000000000   0.0000000000
   0.1551695443   0.0000000000   0.0000000000
   0.1550395648   0.0000000000   0.0000000000
   0.1547731408   0.0000000000   0.0000000000
   0.1544465029   0.0000000000   0.0000000000
   0.1541186105   0.0000000000   0.0000000000
   0.1537894512   0.0000000000   0.0000000000
   0.1534590125   0.0000000000   0.0000000000
   0.1531272814   0.0000000000   0.0000000000
   0.1527942448   0.0000000000   0.0000000000
   0.1524598895   0.0000000000   0.0000000000
   0.1521242018   0.0000000000   0.0000000000
   0.1517871678   0.0000000000   0.0000000000
   0.1514487737   0.0000000000   0.0000000000
   0.1511090050   0.0000000000   0.0000000000
   0.1507678471   0.0000000000   0.0000000000
   0.1504252852   0.0000000000   0.0000000000
   0.1500813040   0.0000000000   0.0000000000
   0.1497358880   0.0000000000   0.0000000000
   0.1493890216   0.0000000000   0.0000000000
   0.1490406886   0.0000000000   0.0000000000
   0.1486908726   0.0000000000   0.0000000000
   0.1483395569   0.0000000000   0.0000000000
   0.1479867244   0.0000000000   0.0000000000
   0.1476323576   0.0000000000   0.0000000000
   0.1472764389   0.0000000000   0.0000000000
   0.1469189499   0.0000000000   0.0000000000
   0.1465598722   0.0000000000   0.0000000000
   0.1461991868   0.0000000000   0.0000000000
   0.1458368743   0.0000000000   0.0000000000
   0.1454729150   0.0000000000   0.0000000000
   0.1451072886   0.0000000000   0.0000000000
   0.1447399744   0.0000000000   0.0000000000
   0.1443709513   0.0000000000   0.0000000000
   0.1440001977   0.0000000000   0.0000000000
   0.1436276914   0.0000000000   0.0000000000
   0.1432534098   0.0000000000   0.0000000000
   0.1428773297   0.0000000000   0.0000000000
   0.1424994274   0.0000000000   0.0000000000
   0.1421196784   0.0000000000   0.0000000000
   0.1417380580   0.0000000000   0.0000000000
   0.1413545406   0.0000000000   0.0000000000
   0.1409691000   0.0000000000   0.0000000000
   0.1405817094   0.0000000000   0.0000000000
   0.1401923413   0.0000000000   0.0000000000
   0.1398009675   0.0000000000   0.0000000000
   0.1394075590   0.0000000000   0.0000000000
   0.1390120860   0.0000000000   0.0000000000
   0.1386145181   0.0000000000   0.0000000000
   0.1382148239   0.0000000000   0.0000000000
   0.1378129711   0.0000000000   0.0000000000
   0.1374089267   0.0000000000   0.0000000000
   0.1370026566   0.0000000000   0.0000000000
   0.1365941257   0.0000000000   0.0000000000
   0.1361832981   0.0000000000   0.0000000000
   0.1357701367   0.0000000000   0.0000000000
   0.1353546032   0.0000000000   0.0000000000
   0.1349366585   0.0000000000   0.0000000000
   0.1345162619   0.0000000000   0.0000000000
   0.1340933718   0.0000000000   0.0000000000
   0.1336679450   0.0000000000   0.0000000000
   0.1332399372   0.0000000000   0.0000000000
   0.1328093026   0.0000000000   0.0000000000
   0.1323759938   0.0000000000   0.0000000000
   0.1319399621   0.0000000000   0.0000000000
   0.1315011570   0.0000000000   0.0000000000
   0.1310595263   0.0000000000   0.0000000000
   0.1306150162   0.0000000000   0.0000000000
   0.1301675708   0.0000000000   0.0000000000
   0.1297171325   0.0000000000   0.0000000000
   0.1292636415   0.0000000000   0.0000000000
   0.1288070359   0.0000000000   0.0000000000
   0.1283472516   0.0000000000   0.0000000000
   0.1278842221   0.0000000000   0.0000000000
   0.1274178784   0.0000000000   0.0000000000
   0.1269481489   0.0000000000   0.0000000000
   0.1264749593   0.0000000000   0.0000000000
   0.1259982325   0.0000000000   0.0000000000
   0.1255178881   0.0000000000   0.0000000000
   0.1250338428   0.0000000000   0.0000000000
   0.1245460097   0.0000000000   0.0000000000
   0.1240542985   0.0000000000   0.0000000000
   0.1235586149   0.0000000000   0.0000000000
   0.1230588610   0.0000000000   0.0000000000
   0.1225549343   0.0000000000   0.0000000000
   0.1220467281   0.0000000000   0.0000000000
   0.1215341310   0.0000000000   0.0000000000
   0.1210170266   0.0000000000   0.0000000000
   0.1204952930   0.0000000000   0.0000000000
   0.1199688029   0.0000000000   0.0000000000
   0.1194374231   0.0000000000   0.0000000000
   0.1189010139   0.0000000000   0.0000000000
   0.1183594290   0.0000000000   0.0000000000
   0.1178125148   0.0000000000   0.0000000000
   0.1172601103   0.0000000000   0.0000000000
   0.1167020461   0.0000000000   0.0000000000
   0.1161381442   0.0000000000   0.0000000000
   0.1155682174   0.0000000000   0.0000000000
   0.1149920684   0.0000000000   0.0000000000
   0.1144094896   0.0000000000   0.0000000000
   0.1138202617   0.0000000000   0.0000000000
   0.1132241534   0.0000000000   0.0000000000
   0.1126209200   0.0000000000   0.0000000000
   0.1120103030   0.0000000000   0.0000000000
   0.1113920286   0.0000000000   0.0000000000
   0.1107658065   0.0000000000   0.0000000000
   0.1101313291   0.0000000000   0.0000000000
   0.1094882694   0.0000000000   0.0000000000
   0.1088362798   0.0000000000   0.0000000000
   0.1081749904   0.0000000000   0.0000000000
   0.1075040071   0.0000000000   0.0000000000
   0.1068229092   0.0000000000   0.0000000000
   0.1061312473   0.0000000000   0.0000000000
   0.1054285407   0.0000000000   0.0000000000
   0.1047142746   0.0000000000   0.0000000000
   0.1039878965   0.0000000000   0.0000000000
   0.1032488128   0.0000000000   0.0000000000
   0.1024963849   0.0000000000   0.0000000000
   0.1017299244   0.0000000000   0.0000000000
   0.1009486879   0.0000000000   0.0000000000
   0.1001518714   0.0000000000   0.0000000000
   0.0993386034   0.0000000000   0.0000000000
   0.0985079379   0.0000000000   0.0000000000
   0.0976588450   0.0000000000   0.0000000000
   0.0967902018   0.0000000000   0.0000000000
   0.0959007808   0.0000000000   0.0000000000
   0.0949892367   0.0000000000   0.0000000000
   0.0940540917   0.0000000000   0.0000000000
   0.0930937172   0.0000000000   0.0000000000
   0.0921063139   0.0000000000   0.0000000000
   0.0910898871   0.0000000000   0.0000000000
   0.0900422184   0.0000000000   0.0000000000
   0.0889608316   0.0000000000   0.0000000000
   0.0878429520   0.0000000000   0.0000000000
   0.0866854575   0.0000000000   0.0000000000
   0.0854848196   0.0000000000   0.0000000000
   0.0842370311   0.0000000000   0.0000000000
   0.0829375170   0.0000000000   0.0000000000
   0.0815810242   0.0000000000   0.0000000000
   0.0801614829   0.0000000000   0.0000000000
   0.0786718312   0.0000000000   0.0000000000
   0.0771037894   0.0000000000   0.0000000000
   0.0754475672   0.0000000000   0.0000000000
   0.0736914765   0.0000000000   0.0000000000
   0.0718214109   0.0000000000   0.0000000000
   0.0698201326   0.0000000000   0.0000000000
   0.0676662705   0.0000000000   0.0000000000
   0.0653328786   0.0000000000   0.0000000000
   0.0627852794   0.0000000000   0.0000000000
   0.0599777217   0.0000000000   0.0000000000
   0.0568479242   0.0000000000   0.0000000000
   0.0533075848   0.0000000000   0.0000000000
   0.0492244429   0.0000000000   0.0000000000
   0.0443843688   0.0000000000   0.0000000000
   0.0383974468   0.0000000000   0.0000000000
   0.0303989864   0.0000000000   0.0000000000
   0.0174394214   0.0000000000   0.0000000000
