   7811.0010000000002     
   62.500000000000000              501
 37248.5010000000 12365.8625559926 23789.0274536230  0.0000000000  1.0000000000
 37186.0010000000 12345.0713025696 23759.0537391525  0.0000000000  1.0000000000
 37123.5010000000 12324.2800996505 23729.0674620309  0.0000000000  1.0000000000
 37061.0010000000 12303.4889254136 23699.0685641909  0.0000000000  1.0000000000
 36998.5010000000 12282.6977867206 23669.0570288242  0.0000000000  1.0000000000
 36936.0010000000 12261.9066907583 23639.0328395064  0.0000000000  1.0000000000
 36873.5010000000 12241.1156309662 23608.9959598638  0.0000000000  1.0000000000
 36811.0010000000 12220.3246011804 23578.9463539770  0.0000000000  1.0000000000
 36748.5010000000 12199.5335956334 23548.8839863811  0.0000000000  1.0000000000
 36686.0010000000 12178.7426369907 23518.8088626319  0.0000000000  1.0000000000
 36623.5010000000 12157.9517201703 23488.7209480724  0.0000000000  1.0000000000
 36561.0010000000 12137.1608404869 23458.6202085021  0.0000000000  1.0000000000
 36498.5010000000 12116.3699936512 23428.5066101775  0.0000000000  1.0000000000
 36436.0010000000 12095.5791757709 23398.3801198131  0.0000000000  1.0000000000
 36373.5010000000 12074.7884112072 23368.2407449732  0.0000000000  1.0000000000
 36311.0010000000 12053.9976689319 23338.0884128283  0.0000000000  1.0000000000
 36248.5010000000 12033.2069740272 23307.9231317917  0.0000000000  1.0000000000
 36186.0010000000 12012.4162963300 23277.7448300227  0.0000000000  1.0000000000
 36123.5010000000 11991.6256755006 23247.5535369125  0.0000000000  1.0000000000
 36061.0010000000 11970.8350821867 23217.3491815597  0.0000000000  1.0000000000
 35998.5010000000 11950.0445290386 23187.1317539389  0.0000000000  1.0000000000
 35936.0010000000 11929.2540152286 23156.9012243432  0.0000000000  1.0000000000
 35873.5010000000 11908.4635403253 23126.6575635289  0.0000000000  1.0000000000
 35811.0010000000 11887.6730905276 23096.4007226769  0.0000000000  1.0000000000
 35748.5010000000 11866.8826937485 23066.1307135673  0.0000000000  1.0000000000
 35686.0010000000 11846.0923095010 23035.8474482844  0.0000000000  1.0000000000
 35623.5010000000 11825.3019938981 23005.5509794948  0.0000000000  1.0000000000
 35561.0010000000 11804.5116936056 22975.2412002981  0.0000000000  1.0000000000
 35498.5010000000 11783.7214380327 22944.9181242505  0.0000000000  1.0000000000
 35436.0010000000 11762.9312295242 22914.5817253673  0.0000000000  1.0000000000
 35373.5010000000 11742.1410435411 22884.2319382994  0.0000000000  1.0000000000
 35311.0010000000 11721.3509105737 22853.8687779019  0.0000000000  1.0000000000
 35248.5010000000 11700.5608069486 22823.4921798342  0.0000000000  1.0000000000
 35186.0010000000 11679.7707367053 22793.1021200934  0.0000000000  1.0000000000
 35123.5010000000 11658.9807178473 22762.6985949934  0.0000000000  1.0000000000
 35061.0010000000 11638.1907280539 22732.2815417642  0.0000000000  1.0000000000
 34998.5010000000 11617.4007861396 22701.8509576804  0.0000000000  1.0000000000
 34936.0010000000 11596.6108707037 22671.4067810403  0.0000000000  1.0000000000
 34873.5010000000 11575.8210148669 22640.9490298575  0.0000000000  1.0000000000
 34811.0010000000 11555.0311711400 22610.4776039336  0.0000000000  1.0000000000
 34748.5010000000 11534.2413734731 22579.9925222662  0.0000000000  1.0000000000
 34686.0010000000 11513.4516291864 22549.4937647425  0.0000000000  1.0000000000
 34623.5010000000 11492.6619191515 22518.9812723176  0.0000000000  1.0000000000
 34561.0010000000 11471.8722381864 22488.4550062516  0.0000000000  1.0000000000
 34498.5010000000 11451.0825949638 22457.9149480217  0.0000000000  1.0000000000
 34436.0010000000 11430.2930119209 22427.3610992339  0.0000000000  1.0000000000
 34373.5010000000 11409.5034450703 22396.7933637371  0.0000000000  1.0000000000
 34311.0010000000 11388.7139311006 22366.2117638353  0.0000000000  1.0000000000
 34248.5010000000 11367.9244536984 22335.6162437809  0.0000000000  1.0000000000
 34186.0010000000 11347.1350236819 22305.0067876089  0.0000000000  1.0000000000
 34123.5010000000 11326.3456257127 22274.3833407128  0.0000000000  1.0000000000
 34061.0010000000 11305.5562715110 22243.7458881984  0.0000000000  1.0000000000
 33998.5010000000 11284.7669599531 22213.0943961291  0.0000000000  1.0000000000
 33936.0010000000 11263.9776771629 22182.4288116159  0.0000000000  1.0000000000
 33873.5010000000 11243.1884494168 22151.7491408664  0.0000000000  1.0000000000
 33811.0010000000 11222.3992637589 22121.0553320868  0.0000000000  1.0000000000
 33748.5010000000 11201.6101077752 22090.3473341130  0.0000000000  1.0000000000
 33686.0010000000 11180.8209958917 22059.6251352821  0.0000000000  1.0000000000
 33623.5010000000 11160.0319166695 22028.8886855837  0.0000000000  1.0000000000
 33561.0010000000 11139.2428854363 21998.1379744387  0.0000000000  1.0000000000
 33498.5010000000 11118.4539179154 21967.3729917562  0.0000000000  1.0000000000
 33436.0010000000 11097.6649517748 21936.5936117554  0.0000000000  1.0000000000
 33373.5010000000 11076.8760560869 21905.7999030311  0.0000000000  1.0000000000
 33311.0010000000 11056.0871957185 21874.9917797635  0.0000000000  1.0000000000
 33248.5010000000 11035.2983622659 21844.1691955316  0.0000000000  1.0000000000
 33186.0010000000 11014.5095998753 21813.3321817152  0.0000000000  1.0000000000
 33123.5010000000 10993.7208490742 21782.4806158615  0.0000000000  1.0000000000
 33061.0010000000 10972.9321549469 21751.6145304826  0.0000000000  1.0000000000
 32998.5010000000 10952.1435110397 21720.7338814953  0.0000000000  1.0000000000
 32936.0010000000 10931.3548855854 21689.8385870214  0.0000000000  1.0000000000
 32873.5010000000 10910.5663249649 21658.9286811689  0.0000000000  1.0000000000
 32811.0010000000 10889.7777984595 21628.0040833081  0.0000000000  1.0000000000
 32748.5010000000 10868.9893146593 21597.0647710888  0.0000000000  1.0000000000
 32686.0010000000 10848.2008697686 21566.1107035876  0.0000000000  1.0000000000
 32623.5010000000 10827.4124733708 21535.1418596534  0.0000000000  1.0000000000
 32561.0010000000 10806.6241227005 21504.1581996003  0.0000000000  1.0000000000
 32498.5010000000 10785.8358155351 21473.1596843899  0.0000000000  1.0000000000
 32436.0010000000 10765.0475501948 21442.1462756322  0.0000000000  1.0000000000
 32373.5010000000 10744.2593255424 21411.1179355871  0.0000000000  1.0000000000
 32311.0010000000 10723.4711409837 21380.0746271645  0.0000000000  1.0000000000
 32248.5010000000 10702.6829964671 21349.0163139261  0.0000000000  1.0000000000
 32186.0010000000 10681.8948924839 21317.9429600857  0.0000000000  1.0000000000
 32123.5010000000 10661.1068554440 21286.8545684694  0.0000000000  1.0000000000
 32061.0010000000 10640.3188488047 21255.7510476052  0.0000000000  1.0000000000
 31998.5010000000 10619.5308873920 21224.6323826679  0.0000000000  1.0000000000
 31936.0010000000 10598.7429612359 21193.4985215665  0.0000000000  1.0000000000
 31873.5010000000 10577.9550862108 21162.3494507525  0.0000000000  1.0000000000
 31811.0010000000 10557.1672660644 21131.1851383744  0.0000000000  1.0000000000
 31748.5010000000 10536.3794799339 21100.0055155034  0.0000000000  1.0000000000
 31686.0010000000 10515.5917453221 21068.8105705687  0.0000000000  1.0000000000
 31623.5010000000 10494.8040425814 21037.6002360928  0.0000000000  1.0000000000
 31561.0010000000 10474.0164028393 21006.3745206596  0.0000000000  1.0000000000
 31498.5010000000 10453.2288076083 20975.1333581918  0.0000000000  1.0000000000
 31436.0010000000 10432.4412515759 20943.8767022005  0.0000000000  1.0000000000
 31373.5010000000 10411.6537300467 20912.6045069370  0.0000000000  1.0000000000
 31311.0010000000 10390.8662638352 20881.3167648693  0.0000000000  1.0000000000
 31248.5010000000 10370.0788493683 20850.0134316199  0.0000000000  1.0000000000
 31186.0010000000 10349.2914588726 20818.6944261536  0.0000000000  1.0000000000
 31123.5010000000 10328.5041396824 20787.3597804196  0.0000000000  1.0000000000
 31061.0010000000 10307.7168528496 20756.0093961725  0.0000000000  1.0000000000
 30998.5010000000 10286.9296220317 20724.6432693592  0.0000000000  1.0000000000
 30936.0010000000 10266.1424343515 20693.2613406483  0.0000000000  1.0000000000
 30873.5010000000 10245.3552776235 20661.8635515326  0.0000000000  1.0000000000
 30811.0010000000 10224.5681895413 20630.4499186811  0.0000000000  1.0000000000
 30748.5010000000 10203.7811345233 20599.0203478752  0.0000000000  1.0000000000
 30686.0010000000 10182.9941391256 20567.5748386247  0.0000000000  1.0000000000
 30623.5010000000 10162.2071936504 20536.1133354490  0.0000000000  1.0000000000
 30561.0010000000 10141.4202768702 20504.6357651858  0.0000000000  1.0000000000
 30498.5010000000 10120.6334171365 20473.1421295529  0.0000000000  1.0000000000
 30436.0010000000 10099.8466067153 20441.6323754513  0.0000000000  1.0000000000
 30373.5010000000 10079.0598385649 20410.1064506162  0.0000000000  1.0000000000
 30311.0010000000 10058.2731306288 20378.5643404908  0.0000000000  1.0000000000
 30248.5010000000 10037.4864528816 20347.0059575346  0.0000000000  1.0000000000
 30186.0010000000 10016.6998245762 20315.4312887898  0.0000000000  1.0000000000
 30123.5010000000  9995.9132534173 20283.8403036067  0.0000000000  1.0000000000
 30061.0010000000  9975.1267356551 20252.2329537404  0.0000000000  1.0000000000
 29998.5010000000  9954.3402682324 20220.6091917878  0.0000000000  1.0000000000
 29936.0010000000  9933.5538367506 20188.9689528674  0.0000000000  1.0000000000
 29873.5010000000  9912.7674636228 20157.3122279272  0.0000000000  1.0000000000
 29811.0010000000  9891.9811358164 20125.6389537574  0.0000000000  1.0000000000
 29748.5010000000  9871.1948530434 20093.9490863369  0.0000000000  1.0000000000
 29686.0010000000  9850.4086157080 20062.2425824932  0.0000000000  1.0000000000
 29623.5010000000  9829.6224487853 20030.5194363561  0.0000000000  1.0000000000
 29561.0010000000  9808.8363062700 19998.7795335130  0.0000000000  1.0000000000
 29498.5010000000  9788.0502383621 19967.0229062111  0.0000000000  1.0000000000
 29436.0010000000  9767.2642005925 19935.2494418992  0.0000000000  1.0000000000
 29373.5010000000  9746.4782206674 19903.4591380830  0.0000000000  1.0000000000
 29311.0010000000  9725.6923031453 19871.6519567119  0.0000000000  1.0000000000
 29248.5010000000  9704.9064178001 19839.8278062634  0.0000000000  1.0000000000
 29186.0010000000  9684.1205943583 19807.9866867609  0.0000000000  1.0000000000
 29123.5010000000  9663.3348041493 19776.1285085775  0.0000000000  1.0000000000
 29061.0010000000  9642.5490782649 19744.2532734416  0.0000000000  1.0000000000
 28998.5010000000  9621.7634013394 19712.3609116603  0.0000000000  1.0000000000
 28936.0010000000  9600.9777823121 19680.4513905882  0.0000000000  1.0000000000
 28873.5010000000  9580.1922073914 19648.5246424594  0.0000000000  1.0000000000
 28811.0010000000  9559.4066870149 19616.5806364810  0.0000000000  1.0000000000
 28748.5010000000  9538.6212323125 19584.6193427302  0.0000000000  1.0000000000
 28686.0010000000  9517.8358084885 19552.6406604149  0.0000000000  1.0000000000
 28623.5010000000  9497.0504515556 19520.6445974226  0.0000000000  1.0000000000
 28561.0010000000  9476.2651283691 19488.6310549824  0.0000000000  1.0000000000
 28498.5010000000  9455.4798763637 19456.6000427717  0.0000000000  1.0000000000
 28436.0010000000  9434.6946640456 19424.5514640475  0.0000000000  1.0000000000
 28373.5010000000  9413.9095187122 19392.4853124460  0.0000000000  1.0000000000
 28311.0010000000  9393.1244105779 19360.4014933177  0.0000000000  1.0000000000
 28248.5010000000  9372.3393684575 19328.3000021991  0.0000000000  1.0000000000
 28186.0010000000  9351.5543757751 19296.1807643194  0.0000000000  1.0000000000
 28123.5010000000  9330.7694283582 19264.0437237878  0.0000000000  1.0000000000
 28061.0010000000  9309.9845572685 19231.8888789746  0.0000000000  1.0000000000
 27998.5010000000  9289.1997140745 19199.7161050267  0.0000000000  1.0000000000
 27936.0010000000  9268.4149428945 19167.5254200489  0.0000000000  1.0000000000
 27873.5010000000  9247.6302199510 19135.3167368037  0.0000000000  1.0000000000
 27811.0010000000  9226.8455452376 19103.0900045824  0.0000000000  1.0000000000
 27748.5010000000  9206.0609423267 19070.8452090097  0.0000000000  1.0000000000
 27686.0010000000  9185.2763673942 19038.5822308880  0.0000000000  1.0000000000
 27623.5010000000  9164.4918683977 19006.3010931941  0.0000000000  1.0000000000
 27561.0010000000  9143.7074259752 18974.0017141659  0.0000000000  1.0000000000
 27498.5010000000  9122.9230217633 18941.6840132615  0.0000000000  1.0000000000
 27436.0010000000  9102.1386834808 18909.3479813216  0.0000000000  1.0000000000
 27373.5010000000  9081.3544170336 18876.9935750518  0.0000000000  1.0000000000
 27311.0010000000  9060.5701842432 18844.6206822239  0.0000000000  1.0000000000
 27248.5010000000  9039.7860153621 18812.2292968785  0.0000000000  1.0000000000
 27186.0010000000  9019.0018965584 18779.8193441265  0.0000000000  1.0000000000
 27123.5010000000  8998.2178373478 18747.3907851915  0.0000000000  1.0000000000
 27061.0010000000  8977.4338480902 18714.9435823710  0.0000000000  1.0000000000
 26998.5010000000  8956.6498954477 18682.4776294402  0.0000000000  1.0000000000
 26936.0010000000  8935.8660139338 18649.9929258513  0.0000000000  1.0000000000
 26873.5010000000  8915.0821832669 18617.4893851789  0.0000000000  1.0000000000
 26811.0010000000  8894.2984174745 18584.9669743389  0.0000000000  1.0000000000
 26748.5010000000  8873.5146982543 18552.4256093747  0.0000000000  1.0000000000
 26686.0010000000  8852.7310414967 18519.8652595542  0.0000000000  1.0000000000
 26623.5010000000  8831.9474418976 18487.2858606766  0.0000000000  1.0000000000
 26561.0010000000  8811.1639171520 18454.6873843097  0.0000000000  1.0000000000
 26498.5010000000  8790.3804308965 18422.0697169241  0.0000000000  1.0000000000
 26436.0010000000  8769.5970028054 18389.4328325782  0.0000000000  1.0000000000
 26373.5010000000  8748.8136424552 18356.7766892297  0.0000000000  1.0000000000
 26311.0010000000  8728.0303494217 18324.1012288392  0.0000000000  1.0000000000
 26248.5010000000  8707.2471024751 18291.4063603182  0.0000000000  1.0000000000
 26186.0010000000  8686.4639250729 18258.6920625507  0.0000000000  1.0000000000
 26123.5010000000  8665.6807980618 18225.9582470637  0.0000000000  1.0000000000
 26061.0010000000  8644.8977251322 18193.2048610081  0.0000000000  1.0000000000
 25998.5010000000  8624.1147326225 18160.4318869566  0.0000000000  1.0000000000
 25936.0010000000  8603.3317828845 18127.6392062694  0.0000000000  1.0000000000
 25873.5010000000  8582.5489042943 18094.8268041128  0.0000000000  1.0000000000
 25811.0010000000  8561.7660830075 18061.9945987176  0.0000000000  1.0000000000
 25748.5010000000  8540.9833278279 18029.1425437456  0.0000000000  1.0000000000
 25686.0010000000  8520.2006271052 17996.2705602005  0.0000000000  1.0000000000
 25623.5010000000  8499.4179917589 17963.3786044397  0.0000000000  1.0000000000
 25561.0010000000  8478.6354123328 17930.4666002500  0.0000000000  1.0000000000
 25498.5010000000  8457.8529018621 17897.5345066946  0.0000000000  1.0000000000
 25436.0010000000  8437.0704530847 17864.5822503538  0.0000000000  1.0000000000
 25373.5010000000  8416.2880598944 17831.6097592707  0.0000000000  1.0000000000
 25311.0010000000  8395.5057385588 17798.6169966485  0.0000000000  1.0000000000
 25248.5010000000  8374.7234745766 17765.6038765133  0.0000000000  1.0000000000
 25186.0010000000  8353.9412758201 17732.5703480565  0.0000000000  1.0000000000
 25123.5010000000  8333.1591406894 17699.5163450756  0.0000000000  1.0000000000
 25061.0010000000  8312.3770687403 17666.4418028445  0.0000000000  1.0000000000
 24998.5010000000  8291.5950606850 17633.3466581168  0.0000000000  1.0000000000
 24936.0010000000  8270.8131183914 17600.2308491282  0.0000000000  1.0000000000
 24873.5010000000  8250.0312344128 17567.0942988988  0.0000000000  1.0000000000
 24811.0010000000  8229.2494234396 17533.9369653802  0.0000000000  1.0000000000
 24748.5010000000  8208.4676699452 17500.7587579545  0.0000000000  1.0000000000
 24686.0010000000  8187.6859909517 17467.5596375789  0.0000000000  1.0000000000
 24623.5010000000  8166.9043733828 17434.3395167732  0.0000000000  1.0000000000
 24561.0010000000  8146.1228158485 17401.0983263207  0.0000000000  1.0000000000
 24498.5010000000  8125.3413285458 17367.8360151664  0.0000000000  1.0000000000
 24436.0010000000  8104.5599124953 17334.5525172077  0.0000000000  1.0000000000
 24373.5010000000  8083.7785596402 17301.2477514026  0.0000000000  1.0000000000
 24311.0010000000  8062.9972735309 17267.9216549014  0.0000000000  1.0000000000
 24248.5010000000  8042.2160486798 17234.5741499641  0.0000000000  1.0000000000
 24186.0010000000  8021.4349014197 17201.2051934750  0.0000000000  1.0000000000
 24123.5010000000  8000.6538083071 17167.8146780508  0.0000000000  1.0000000000
 24061.0010000000  7979.8727882242 17134.4025638759  0.0000000000  1.0000000000
 23998.5010000000  7959.0918408224 17100.9687798529  0.0000000000  1.0000000000
 23936.0010000000  7938.3109568943 17067.5132402021  0.0000000000  1.0000000000
 23873.5010000000  7917.5301387803 17034.0358772952  0.0000000000  1.0000000000
 23811.0010000000  7896.7494002680 17000.5366415523  0.0000000000  1.0000000000
 23748.5010000000  7875.9687260405 16967.0154360619  0.0000000000  1.0000000000
 23686.0010000000  7855.1881224413 16933.4721983938  0.0000000000  1.0000000000
 23623.5010000000  7834.4075769820 16899.9068352843  0.0000000000  1.0000000000
 23561.0010000000  7813.6271188612 16866.3193203804  0.0000000000  1.0000000000
 23498.5010000000  7792.8467182332 16832.7095314859  0.0000000000  1.0000000000
 23436.0010000000  7772.0663869390 16799.0774133226  0.0000000000  1.0000000000
 23373.5010000000  7751.2861381339 16765.4229123449  0.0000000000  1.0000000000
 23311.0010000000  7730.5059463957 16731.7459120718  0.0000000000  1.0000000000
 23248.5010000000  7709.7258277487 16698.0463626927  0.0000000000  1.0000000000
 23186.0010000000  7688.9457995310 16664.3242161405  0.0000000000  1.0000000000
 23123.5010000000  7668.1658209190 16630.5793294789  0.0000000000  1.0000000000
 23061.0010000000  7647.3859221329 16596.8116746102  0.0000000000  1.0000000000
 22998.5010000000  7626.6061050087 16563.0211769270  0.0000000000  1.0000000000
 22936.0010000000  7605.8263433009 16529.2077156425  0.0000000000  1.0000000000
 22873.5010000000  7585.0466616401 16495.3712522456  0.0000000000  1.0000000000
 22811.0010000000  7564.2670663467 16461.5117180041  0.0000000000  1.0000000000
 22748.5010000000  7543.4875260489 16427.6289822439  0.0000000000  1.0000000000
 22686.0010000000  7522.7080698010 16393.7230122885  0.0000000000  1.0000000000
 22623.5010000000  7501.9286889654 16359.7937135286  0.0000000000  1.0000000000
 22561.0010000000  7481.1493765404 16325.8409934875  0.0000000000  1.0000000000
 22498.5010000000  7460.3701465819 16291.8647935934  0.0000000000  1.0000000000
 22436.0010000000  7439.5909758583 16257.8649937945  0.0000000000  1.0000000000
 22373.5010000000  7418.8119009572 16223.8415713982  0.0000000000  1.0000000000
 22311.0010000000  7398.0328825789 16189.7943789715  0.0000000000  1.0000000000
 22248.5010000000  7377.2539604211 16155.7233979519  0.0000000000  1.0000000000
 22186.0010000000  7356.4750986189 16121.6284853997  0.0000000000  1.0000000000
 22123.5010000000  7335.6963208020 16087.5095953989  0.0000000000  1.0000000000
 22061.0010000000  7314.9176137994 16053.3666211124  0.0000000000  1.0000000000
 21998.5010000000  7294.1389948834 16019.1995051734  0.0000000000  1.0000000000
 21936.0010000000  7273.3604542976 15985.0081452541  0.0000000000  1.0000000000
 21873.5010000000  7252.5819745770 15950.7924257277  0.0000000000  1.0000000000
 21811.0010000000  7231.8035875723 15916.5523116197  0.0000000000  1.0000000000
 21748.5010000000  7211.0252792738 15882.2876918874  0.0000000000  1.0000000000
 21686.0010000000  7190.2470469988 15847.9984735496  0.0000000000  1.0000000000
 21623.5010000000  7169.4688992891 15813.6845815800  0.0000000000  1.0000000000
 21561.0010000000  7148.6908181884 15779.3458966036  0.0000000000  1.0000000000
 21498.5010000000  7127.9128252419 15744.9823639254  0.0000000000  1.0000000000
 21436.0010000000  7107.1349155375 15710.5938845571  0.0000000000  1.0000000000
 21373.5010000000  7086.3570860440 15676.1803620051  0.0000000000  1.0000000000
 21311.0010000000  7065.5793356111 15641.7417022761  0.0000000000  1.0000000000
 21248.5010000000  7044.8016649695 15607.2778138827  0.0000000000  1.0000000000
 21186.0010000000  7024.0240767310 15572.7886078488  0.0000000000  1.0000000000
 21123.5010000000  7003.2465753883 15538.2739977157  0.0000000000  1.0000000000
 21061.0010000000  6982.4691488332 15503.7338688119  0.0000000000  1.0000000000
 20998.5010000000  6961.6918146639 15469.1681552114  0.0000000000  1.0000000000
 20936.0010000000  6940.9145554782 15434.5767321434  0.0000000000  1.0000000000
 20873.5010000000  6920.1373835394 15399.9595235488  0.0000000000  1.0000000000
 20811.0010000000  6899.3603038328 15365.3164406384  0.0000000000  1.0000000000
 20748.5010000000  6878.5832958937 15330.6473515070  0.0000000000  1.0000000000
 20686.0010000000  6857.8063779366 15295.9521880957  0.0000000000  1.0000000000
 20623.5010000000  6837.0295518637 15261.2308544955  0.0000000000  1.0000000000
 20561.0010000000  6816.2528034712 15226.4832271829  0.0000000000  1.0000000000
 20498.5010000000  6795.4761388769 15191.7092159021  0.0000000000  1.0000000000
 20436.0010000000  6774.6995572097 15156.9087180267  0.0000000000  1.0000000000
 20373.5010000000  6753.9230777541 15122.0816640262  0.0000000000  1.0000000000
 20311.0010000000  6733.1466767935 15087.2279115994  0.0000000000  1.0000000000
 20248.5010000000  6712.3703688768 15052.3473818769  0.0000000000  1.0000000000
 20186.0010000000  6691.5941347933 15017.4399386023  0.0000000000  1.0000000000
 20123.5010000000  6670.8180023621 14982.5055238013  0.0000000000  1.0000000000
 20061.0010000000  6650.0419479072 14947.5439922225  0.0000000000  1.0000000000
 19998.5010000000  6629.2659946572 14912.5552767708  0.0000000000  1.0000000000
 19936.0010000000  6608.4901235464 14877.5392384137  0.0000000000  1.0000000000
 19873.5010000000  6587.7143445119 14842.4957861995  0.0000000000  1.0000000000
 19811.0010000000  6566.9386608758 14807.4248172941  0.0000000000  1.0000000000
 19748.5010000000  6546.1630606450 14772.3262022249  0.0000000000  1.0000000000
 19686.0010000000  6525.3875606410 14737.1998594118  0.0000000000  1.0000000000
 19623.5010000000  6504.6121536065 14702.0456658174  0.0000000000  1.0000000000
 19561.0010000000  6483.8368260045 14666.8634869294  0.0000000000  1.0000000000
 19498.5010000000  6463.0615930075 14631.6532360339  0.0000000000  1.0000000000
 19436.0010000000  6442.2864633825 14596.4148148165  0.0000000000  1.0000000000
 19373.5010000000  6421.5114222368 14561.1480840101  0.0000000000  1.0000000000
 19311.0010000000  6400.7364746246 14525.8529373367  0.0000000000  1.0000000000
 19248.5010000000  6379.9616280622 14490.5292718950  0.0000000000  1.0000000000
 19186.0010000000  6359.1868666799 14455.1769441655  0.0000000000  1.0000000000
 19123.5010000000  6338.4122031075 14419.7958582402  0.0000000000  1.0000000000
 19061.0010000000  6317.6376352893 14384.3858923734  0.0000000000  1.0000000000
 18998.5010000000  6296.8631638001 14348.9469284219  0.0000000000  1.0000000000
 18936.0010000000  6276.0887918451 14313.4788518536  0.0000000000  1.0000000000
 18873.5010000000  6255.3145167498 14277.9815372093  0.0000000000  1.0000000000
 18811.0010000000  6234.5403470438 14242.4548772791  0.0000000000  1.0000000000
 18748.5010000000  6213.7662600152 14206.8987104941  0.0000000000  1.0000000000
 18686.0010000000  6192.9922866020 14171.3129661719  0.0000000000  1.0000000000
 18623.5010000000  6172.2184012240 14135.6974759366  0.0000000000  1.0000000000
 18561.0010000000  6151.4446233768 14100.0521476983  0.0000000000  1.0000000000
 18498.5010000000  6130.6709416537 14064.3768354337  0.0000000000  1.0000000000
 18436.0010000000  6109.8973643414 14028.6714259514  0.0000000000  1.0000000000
 18373.5010000000  6089.1238775045 13992.9357668894  0.0000000000  1.0000000000
 18311.0010000000  6068.3505035397 13957.1697673977  0.0000000000  1.0000000000
 18248.5010000000  6047.5772343663 13921.3732832200  0.0000000000  1.0000000000
 18186.0010000000  6026.8040566822 13885.5461600354  0.0000000000  1.0000000000
 18123.5010000000  6006.0309933466 13849.6883048711  0.0000000000  1.0000000000
 18061.0010000000  5985.2580288486 13813.7995575409  0.0000000000  1.0000000000
 17998.5010000000  5964.4851673286 13777.8797907175  0.0000000000  1.0000000000
 17936.0010000000  5943.7124077911 13741.9288671520  0.0000000000  1.0000000000
 17873.5010000000  5922.9397605506 13705.9466681229  0.0000000000  1.0000000000
 17811.0010000000  5902.1672226811 13669.9330509267  0.0000000000  1.0000000000
 17748.5010000000  5881.3947863562 13633.8878632452  0.0000000000  1.0000000000
 17686.0010000000  5860.6224551671 13597.8109714469  0.0000000000  1.0000000000
 17623.5010000000  5839.8502359315 13561.7022464174  0.0000000000  1.0000000000
 17561.0010000000  5819.0781225695 13525.5615355057  0.0000000000  1.0000000000
 17498.5010000000  5798.3061204403 13489.3887048099  0.0000000000  1.0000000000
 17436.0010000000  5777.5342301965 13453.1836110995  0.0000000000  1.0000000000
 17373.5010000000  5756.7624398951 13416.9460879952  0.0000000000  1.0000000000
 17311.0010000000  5735.9907730662 13380.6760298294  0.0000000000  1.0000000000
 17248.5010000000  5715.2192166963 13344.3732659893  0.0000000000  1.0000000000
 17186.0010000000  5694.4477614295 13308.0376309709  0.0000000000  1.0000000000
 17123.5010000000  5673.6764252996 13271.6690059641  0.0000000000  1.0000000000
 17061.0010000000  5652.9051981829 13235.2672216659  0.0000000000  1.0000000000
 16998.5010000000  5632.1340894347 13198.8321416385  0.0000000000  1.0000000000
 16936.0010000000  5611.3631041361 13162.3636207275  0.0000000000  1.0000000000
 16873.5010000000  5590.5922197313 13125.8614639365  0.0000000000  1.0000000000
 16811.0010000000  5569.8214566798 13089.3255505214  0.0000000000  1.0000000000
