  1.00000000000000002E-003
  2.00000000000000004E-003         501
   0.1780002745   0.0000000000   0.0000000000
   0.1779485897   0.0000000000   0.0000000000
   0.1778968002   0.0000000000   0.0000000000
   0.1778449056   0.0000000000   0.0000000000
   0.1777929055   0.0000000000   0.0000000000
   0.1777407994   0.0000000000   0.0000000000
   0.1776885867   0.0000000000   0.0000000000
   0.1776362671   0.0000000000   0.0000000000
   0.1775838400   0.0000000000   0.0000000000
   0.1775313050   0.0000000000   0.0000000000
   0.1774786616   0.0000000000   0.0000000000
   0.1774259093   0.0000000000   0.0000000000
   0.1773730476   0.0000000000   0.0000000000
   0.1773200761   0.0000000000   0.0000000000
   0.1772669942   0.0000000000   0.0000000000
   0.1772138014   0.0000000000   0.0000000000
   0.1771604973   0.0000000000   0.0000000000
   0.1771070813   0.0000000000   0.0000000000
   0.1770535529   0.0000000000   0.0000000000
   0.1769999117   0.0000000000   0.0000000000
   0.1769461570   0.0000000000   0.0000000000
   0.1768922884   0.0000000000   0.0000000000
   0.1768383054   0.0000000000   0.0000000000
   0.1767842074   0.0000000000   0.0000000000
   0.1767299939   0.0000000000   0.0000000000
   0.1766756644   0.0000000000   0.0000000000
   0.1766212183   0.0000000000   0.0000000000
   0.1765666551   0.0000000000   0.0000000000
   0.1765119742   0.0000000000   0.0000000000
   0.1764571751   0.0000000000   0.0000000000
   0.1764022573   0.0000000000   0.0000000000
   0.1763472201   0.0000000000   0.0000000000
   0.1762920631   0.0000000000   0.0000000000
   0.1762367856   0.0000000000   0.0000000000
   0.1761813871   0.0000000000   0.0000000000
   0.1761258670   0.0000000000   0.0000000000
   0.1760702247   0.0000000000   0.0000000000
   0.1760144597   0.0000000000   0.0000000000
   0.1759585714   0.0000000000   0.0000000000
   0.1759025592   0.0000000000   0.0000000000
   0.1758464224   0.0000000000   0.0000000000
   0.1757901605   0.0000000000   0.0000000000
   0.1757337729   0.0000000000   0.0000000000
   0.1756772590   0.0000000000   0.0000000000
   0.1756206181   0.0000000000   0.0000000000
   0.1755638497   0.0000000000   0.0000000000
   0.1755069531   0.0000000000   0.0000000000
   0.1754499277   0.0000000000   0.0000000000
   0.1753927729   0.0000000000   0.0000000000
   0.1753354880   0.0000000000   0.0000000000
   0.1752780724   0.0000000000   0.0000000000
   0.1752205254   0.0000000000   0.0000000000
   0.1751628464   0.0000000000   0.0000000000
   0.1751050348   0.0000000000   0.0000000000
   0.1750470898   0.0000000000   0.0000000000
   0.1749890109   0.0000000000   0.0000000000
   0.1749307973   0.0000000000   0.0000000000
   0.1748724484   0.0000000000   0.0000000000
   0.1748139635   0.0000000000   0.0000000000
   0.1747553418   0.0000000000   0.0000000000
   0.1746965828   0.0000000000   0.0000000000
   0.1746376857   0.0000000000   0.0000000000
   0.1745786499   0.0000000000   0.0000000000
   0.1745194745   0.0000000000   0.0000000000
   0.1744601589   0.0000000000   0.0000000000
   0.1744007025   0.0000000000   0.0000000000
   0.1743411043   0.0000000000   0.0000000000
   0.1742813638   0.0000000000   0.0000000000
   0.1742214802   0.0000000000   0.0000000000
   0.1741614527   0.0000000000   0.0000000000
   0.1741012807   0.0000000000   0.0000000000
   0.1740409632   0.0000000000   0.0000000000
   0.1739804997   0.0000000000   0.0000000000
   0.1739198893   0.0000000000   0.0000000000
   0.1738591313   0.0000000000   0.0000000000
   0.1737982248   0.0000000000   0.0000000000
   0.1737371691   0.0000000000   0.0000000000
   0.1736759635   0.0000000000   0.0000000000
   0.1736146070   0.0000000000   0.0000000000
   0.1735530989   0.0000000000   0.0000000000
   0.1734914385   0.0000000000   0.0000000000
   0.1734296248   0.0000000000   0.0000000000
   0.1733676571   0.0000000000   0.0000000000
   0.1733055345   0.0000000000   0.0000000000
   0.1732432562   0.0000000000   0.0000000000
   0.1731808213   0.0000000000   0.0000000000
   0.1731182290   0.0000000000   0.0000000000
   0.1730554785   0.0000000000   0.0000000000
   0.1729925689   0.0000000000   0.0000000000
   0.1729294992   0.0000000000   0.0000000000
   0.1728662687   0.0000000000   0.0000000000
   0.1728028764   0.0000000000   0.0000000000
   0.1727393215   0.0000000000   0.0000000000
   0.1726756030   0.0000000000   0.0000000000
   0.1726117201   0.0000000000   0.0000000000
   0.1725476717   0.0000000000   0.0000000000
   0.1724834571   0.0000000000   0.0000000000
   0.1724190752   0.0000000000   0.0000000000
   0.1723545252   0.0000000000   0.0000000000
   0.1722898060   0.0000000000   0.0000000000
   0.1722249167   0.0000000000   0.0000000000
   0.1721598564   0.0000000000   0.0000000000
   0.1720946241   0.0000000000   0.0000000000
   0.1720292187   0.0000000000   0.0000000000
   0.1719636394   0.0000000000   0.0000000000
   0.1718978851   0.0000000000   0.0000000000
   0.1718319547   0.0000000000   0.0000000000
   0.1717658474   0.0000000000   0.0000000000
   0.1716995620   0.0000000000   0.0000000000
   0.1716330975   0.0000000000   0.0000000000
   0.1715664529   0.0000000000   0.0000000000
   0.1714996271   0.0000000000   0.0000000000
   0.1714326191   0.0000000000   0.0000000000
   0.1713654277   0.0000000000   0.0000000000
   0.1712980520   0.0000000000   0.0000000000
   0.1712304908   0.0000000000   0.0000000000
   0.1711627430   0.0000000000   0.0000000000
   0.1710948075   0.0000000000   0.0000000000
   0.1710266831   0.0000000000   0.0000000000
   0.1709583688   0.0000000000   0.0000000000
   0.1708898634   0.0000000000   0.0000000000
   0.1708211658   0.0000000000   0.0000000000
   0.1707522747   0.0000000000   0.0000000000
   0.1706831890   0.0000000000   0.0000000000
   0.1706139076   0.0000000000   0.0000000000
   0.1705444292   0.0000000000   0.0000000000
   0.1704747526   0.0000000000   0.0000000000
   0.1704048766   0.0000000000   0.0000000000
   0.1703348000   0.0000000000   0.0000000000
   0.1702645215   0.0000000000   0.0000000000
   0.1701940399   0.0000000000   0.0000000000
   0.1701233538   0.0000000000   0.0000000000
   0.1700524622   0.0000000000   0.0000000000
   0.1699813635   0.0000000000   0.0000000000
   0.1699100566   0.0000000000   0.0000000000
   0.1698385401   0.0000000000   0.0000000000
   0.1697668126   0.0000000000   0.0000000000
   0.1696948730   0.0000000000   0.0000000000
   0.1696227197   0.0000000000   0.0000000000
   0.1695503515   0.0000000000   0.0000000000
   0.1694777669   0.0000000000   0.0000000000
   0.1694049645   0.0000000000   0.0000000000
   0.1693319430   0.0000000000   0.0000000000
   0.1692587009   0.0000000000   0.0000000000
   0.1691852368   0.0000000000   0.0000000000
   0.1691115493   0.0000000000   0.0000000000
   0.1690376368   0.0000000000   0.0000000000
   0.1689634979   0.0000000000   0.0000000000
   0.1688891311   0.0000000000   0.0000000000
   0.1688145349   0.0000000000   0.0000000000
   0.1687397077   0.0000000000   0.0000000000
   0.1686646481   0.0000000000   0.0000000000
   0.1685893544   0.0000000000   0.0000000000
   0.1685138251   0.0000000000   0.0000000000
   0.1684380586   0.0000000000   0.0000000000
   0.1683620534   0.0000000000   0.0000000000
   0.1682858077   0.0000000000   0.0000000000
   0.1682093199   0.0000000000   0.0000000000
   0.1681325884   0.0000000000   0.0000000000
   0.1680556116   0.0000000000   0.0000000000
   0.1679783876   0.0000000000   0.0000000000
   0.1679009149   0.0000000000   0.0000000000
   0.1678231917   0.0000000000   0.0000000000
   0.1677452162   0.0000000000   0.0000000000
   0.1676669866   0.0000000000   0.0000000000
   0.1675885013   0.0000000000   0.0000000000
   0.1675097584   0.0000000000   0.0000000000
   0.1674307560   0.0000000000   0.0000000000
   0.1673514924   0.0000000000   0.0000000000
   0.1672719657   0.0000000000   0.0000000000
   0.1671921739   0.0000000000   0.0000000000
   0.1671121153   0.0000000000   0.0000000000
   0.1670317878   0.0000000000   0.0000000000
   0.1669511895   0.0000000000   0.0000000000
   0.1668703185   0.0000000000   0.0000000000
   0.1667891728   0.0000000000   0.0000000000
   0.1667077503   0.0000000000   0.0000000000
   0.1666260491   0.0000000000   0.0000000000
   0.1665440671   0.0000000000   0.0000000000
   0.1664618021   0.0000000000   0.0000000000
   0.1663792522   0.0000000000   0.0000000000
   0.1662964151   0.0000000000   0.0000000000
   0.1662132888   0.0000000000   0.0000000000
   0.1661298711   0.0000000000   0.0000000000
   0.1660461597   0.0000000000   0.0000000000
   0.1659621524   0.0000000000   0.0000000000
   0.1658778470   0.0000000000   0.0000000000
   0.1657932412   0.0000000000   0.0000000000
   0.1657083328   0.0000000000   0.0000000000
   0.1656231193   0.0000000000   0.0000000000
   0.1655375984   0.0000000000   0.0000000000
   0.1654517678   0.0000000000   0.0000000000
   0.1653656250   0.0000000000   0.0000000000
   0.1652791675   0.0000000000   0.0000000000
   0.1651923930   0.0000000000   0.0000000000
   0.1651052989   0.0000000000   0.0000000000
   0.1650178827   0.0000000000   0.0000000000
   0.1649301417   0.0000000000   0.0000000000
   0.1648420735   0.0000000000   0.0000000000
   0.1647536754   0.0000000000   0.0000000000
   0.1646649448   0.0000000000   0.0000000000
   0.1645758789   0.0000000000   0.0000000000
   0.1644864750   0.0000000000   0.0000000000
   0.1643967304   0.0000000000   0.0000000000
   0.1643066423   0.0000000000   0.0000000000
   0.1642162078   0.0000000000   0.0000000000
   0.1641254241   0.0000000000   0.0000000000
   0.1640342884   0.0000000000   0.0000000000
   0.1639427975   0.0000000000   0.0000000000
   0.1638509487   0.0000000000   0.0000000000
   0.1637587389   0.0000000000   0.0000000000
   0.1636661649   0.0000000000   0.0000000000
   0.1635732239   0.0000000000   0.0000000000
   0.1634799125   0.0000000000   0.0000000000
   0.1633862277   0.0000000000   0.0000000000
   0.1632921662   0.0000000000   0.0000000000
   0.1631977247   0.0000000000   0.0000000000
   0.1631029001   0.0000000000   0.0000000000
   0.1630076889   0.0000000000   0.0000000000
   0.1629120878   0.0000000000   0.0000000000
   0.1628160933   0.0000000000   0.0000000000
   0.1627197019   0.0000000000   0.0000000000
   0.1626229102   0.0000000000   0.0000000000
   0.1625257145   0.0000000000   0.0000000000
   0.1624281113   0.0000000000   0.0000000000
   0.1623300968   0.0000000000   0.0000000000
   0.1622316674   0.0000000000   0.0000000000
   0.1621328193   0.0000000000   0.0000000000
   0.1620335486   0.0000000000   0.0000000000
   0.1619338515   0.0000000000   0.0000000000
   0.1618337241   0.0000000000   0.0000000000
   0.1617331623   0.0000000000   0.0000000000
   0.1616321621   0.0000000000   0.0000000000
   0.1615307194   0.0000000000   0.0000000000
   0.1614288301   0.0000000000   0.0000000000
   0.1613264899   0.0000000000   0.0000000000
   0.1612236946   0.0000000000   0.0000000000
   0.1611204398   0.0000000000   0.0000000000
   0.1610167210   0.0000000000   0.0000000000
   0.1609125339   0.0000000000   0.0000000000
   0.1608078739   0.0000000000   0.0000000000
   0.1607027364   0.0000000000   0.0000000000
   0.1605971167   0.0000000000   0.0000000000
   0.1604910101   0.0000000000   0.0000000000
   0.1603844117   0.0000000000   0.0000000000
   0.1602773167   0.0000000000   0.0000000000
   0.1601697201   0.0000000000   0.0000000000
   0.1600616169   0.0000000000   0.0000000000
   0.1599530020   0.0000000000   0.0000000000
   0.1598438700   0.0000000000   0.0000000000
   0.1597342159   0.0000000000   0.0000000000
   0.1596240342   0.0000000000   0.0000000000
   0.1595133195   0.0000000000   0.0000000000
   0.1594020663   0.0000000000   0.0000000000
   0.1592902689   0.0000000000   0.0000000000
   0.1591779216   0.0000000000   0.0000000000
   0.1590650187   0.0000000000   0.0000000000
   0.1589515543   0.0000000000   0.0000000000
   0.1588375223   0.0000000000   0.0000000000
   0.1587229167   0.0000000000   0.0000000000
   0.1586077313   0.0000000000   0.0000000000
   0.1584919598   0.0000000000   0.0000000000
   0.1583755958   0.0000000000   0.0000000000
   0.1582586329   0.0000000000   0.0000000000
   0.1581410644   0.0000000000   0.0000000000
   0.1580228837   0.0000000000   0.0000000000
   0.1579040838   0.0000000000   0.0000000000
   0.1577846578   0.0000000000   0.0000000000
   0.1576645988   0.0000000000   0.0000000000
   0.1575438994   0.0000000000   0.0000000000
   0.1574225524   0.0000000000   0.0000000000
   0.1573005503   0.0000000000   0.0000000000
   0.1571778855   0.0000000000   0.0000000000
   0.1570545505   0.0000000000   0.0000000000
   0.1569305372   0.0000000000   0.0000000000
   0.1568058378   0.0000000000   0.0000000000
   0.1566804441   0.0000000000   0.0000000000
   0.1565543478   0.0000000000   0.0000000000
   0.1564275405   0.0000000000   0.0000000000
   0.1563000136   0.0000000000   0.0000000000
   0.1561717585   0.0000000000   0.0000000000
   0.1560427661   0.0000000000   0.0000000000
   0.1559130274   0.0000000000   0.0000000000
   0.1557825332   0.0000000000   0.0000000000
   0.1556512741   0.0000000000   0.0000000000
   0.1555192405   0.0000000000   0.0000000000
   0.1553864225   0.0000000000   0.0000000000
   0.1552528103   0.0000000000   0.0000000000
   0.1551183937   0.0000000000   0.0000000000
   0.1549831623   0.0000000000   0.0000000000
   0.1548471056   0.0000000000   0.0000000000
   0.1547102127   0.0000000000   0.0000000000
   0.1545724728   0.0000000000   0.0000000000
   0.1544338745   0.0000000000   0.0000000000
   0.1542944065   0.0000000000   0.0000000000
   0.1541540571   0.0000000000   0.0000000000
   0.1540128144   0.0000000000   0.0000000000
   0.1538706662   0.0000000000   0.0000000000
   0.1537276001   0.0000000000   0.0000000000
   0.1535836035   0.0000000000   0.0000000000
   0.1534386635   0.0000000000   0.0000000000
   0.1532927667   0.0000000000   0.0000000000
   0.1531458998   0.0000000000   0.0000000000
   0.1529980489   0.0000000000   0.0000000000
   0.1528492000   0.0000000000   0.0000000000
   0.1526993386   0.0000000000   0.0000000000
   0.1525484501   0.0000000000   0.0000000000
   0.1523965194   0.0000000000   0.0000000000
   0.1522435312   0.0000000000   0.0000000000
   0.1520894696   0.0000000000   0.0000000000
   0.1519343188   0.0000000000   0.0000000000
   0.1517780621   0.0000000000   0.0000000000
   0.1516206828   0.0000000000   0.0000000000
   0.1514621636   0.0000000000   0.0000000000
   0.1513024870   0.0000000000   0.0000000000
   0.1511416349   0.0000000000   0.0000000000
   0.1509795887   0.0000000000   0.0000000000
   0.1508163297   0.0000000000   0.0000000000
   0.1506518384   0.0000000000   0.0000000000
   0.1504860950   0.0000000000   0.0000000000
   0.1503190791   0.0000000000   0.0000000000
   0.1501507699   0.0000000000   0.0000000000
   0.1499811461   0.0000000000   0.0000000000
   0.1498101856   0.0000000000   0.0000000000
   0.1496378661   0.0000000000   0.0000000000
   0.1494641645   0.0000000000   0.0000000000
   0.1492890572   0.0000000000   0.0000000000
   0.1491125199   0.0000000000   0.0000000000
   0.1489345277   0.0000000000   0.0000000000
   0.1487550550   0.0000000000   0.0000000000
   0.1485740756   0.0000000000   0.0000000000
   0.1483915625   0.0000000000   0.0000000000
   0.1482074880   0.0000000000   0.0000000000
   0.1480218236   0.0000000000   0.0000000000
   0.1478345401   0.0000000000   0.0000000000
   0.1476456073   0.0000000000   0.0000000000
   0.1474549943   0.0000000000   0.0000000000
   0.1472626693   0.0000000000   0.0000000000
   0.1470685995   0.0000000000   0.0000000000
   0.1468727512   0.0000000000   0.0000000000
   0.1466750896   0.0000000000   0.0000000000
   0.1464755790   0.0000000000   0.0000000000
   0.1462741825   0.0000000000   0.0000000000
   0.1460708621   0.0000000000   0.0000000000
   0.1458655788   0.0000000000   0.0000000000
   0.1456582921   0.0000000000   0.0000000000
   0.1454489604   0.0000000000   0.0000000000
   0.1452375408   0.0000000000   0.0000000000
   0.1450239889   0.0000000000   0.0000000000
   0.1448082589   0.0000000000   0.0000000000
   0.1445903036   0.0000000000   0.0000000000
   0.1443700740   0.0000000000   0.0000000000
   0.1441475197   0.0000000000   0.0000000000
   0.1439225884   0.0000000000   0.0000000000
   0.1436952260   0.0000000000   0.0000000000
   0.1434653767   0.0000000000   0.0000000000
   0.1432329826   0.0000000000   0.0000000000
   0.1429979837   0.0000000000   0.0000000000
   0.1427603179   0.0000000000   0.0000000000
   0.1425199209   0.0000000000   0.0000000000
   0.1422767257   0.0000000000   0.0000000000
   0.1420306632   0.0000000000   0.0000000000
   0.1417816615   0.0000000000   0.0000000000
   0.1415296458   0.0000000000   0.0000000000
   0.1412745385   0.0000000000   0.0000000000
   0.1410162591   0.0000000000   0.0000000000
   0.1407547236   0.0000000000   0.0000000000
   0.1404898447   0.0000000000   0.0000000000
   0.1402215316   0.0000000000   0.0000000000
   0.1399496896   0.0000000000   0.0000000000
   0.1396742200   0.0000000000   0.0000000000
   0.1393950198   0.0000000000   0.0000000000
   0.1391119817   0.0000000000   0.0000000000
   0.1388249936   0.0000000000   0.0000000000
   0.1385339382   0.0000000000   0.0000000000
   0.1382386930   0.0000000000   0.0000000000
   0.1379391299   0.0000000000   0.0000000000
   0.1376351145   0.0000000000   0.0000000000
   0.1373265063   0.0000000000   0.0000000000
   0.1370131578   0.0000000000   0.0000000000
   0.1366949143   0.0000000000   0.0000000000
   0.1363716132   0.0000000000   0.0000000000
   0.1360430838   0.0000000000   0.0000000000
   0.1357091462   0.0000000000   0.0000000000
   0.1353696115   0.0000000000   0.0000000000
   0.1350242801   0.0000000000   0.0000000000
   0.1346729418   0.0000000000   0.0000000000
   0.1343153745   0.0000000000   0.0000000000
   0.1339513436   0.0000000000   0.0000000000
   0.1335806007   0.0000000000   0.0000000000
   0.1332028827   0.0000000000   0.0000000000
   0.1328179109   0.0000000000   0.0000000000
   0.1324253891   0.0000000000   0.0000000000
   0.1320250025   0.0000000000   0.0000000000
   0.1316164162   0.0000000000   0.0000000000
   0.1311992732   0.0000000000   0.0000000000
   0.1307731925   0.0000000000   0.0000000000
   0.1303377668   0.0000000000   0.0000000000
   0.1298925604   0.0000000000   0.0000000000
   0.1294371059   0.0000000000   0.0000000000
   0.1289709015   0.0000000000   0.0000000000
   0.1284934074   0.0000000000   0.0000000000
   0.1280040417   0.0000000000   0.0000000000
   0.1275021763   0.0000000000   0.0000000000
   0.1269871312   0.0000000000   0.0000000000
   0.1264581695   0.0000000000   0.0000000000
   0.1259144900   0.0000000000   0.0000000000
   0.1253552199   0.0000000000   0.0000000000
   0.1247794063   0.0000000000   0.0000000000
   0.1241860052   0.0000000000   0.0000000000
   0.1235738704   0.0000000000   0.0000000000
   0.1229417392   0.0000000000   0.0000000000
   0.1222882160   0.0000000000   0.0000000000
   0.1216117533   0.0000000000   0.0000000000
   0.1209106285   0.0000000000   0.0000000000
   0.1201829164   0.0000000000   0.0000000000
   0.1194264562   0.0000000000   0.0000000000
   0.1186388115   0.0000000000   0.0000000000
   0.1178172209   0.0000000000   0.0000000000
   0.1169585377   0.0000000000   0.0000000000
   0.1160591548   0.0000000000   0.0000000000
   0.1151149095   0.0000000000   0.0000000000
   0.1141209636   0.0000000000   0.0000000000
   0.1130716486   0.0000000000   0.0000000000
   0.1119602633   0.0000000000   0.0000000000
   0.1107788069   0.0000000000   0.0000000000
   0.1095176182   0.0000000000   0.0000000000
   0.1081648813   0.0000000000   0.0000000000
   0.1067059312   0.0000000000   0.0000000000
   0.1051222543   0.0000000000   0.0000000000
   0.1033900063   0.0000000000   0.0000000000
   0.1014777381   0.0000000000   0.0000000000
   0.0993427543   0.0000000000   0.0000000000
   0.0969249794   0.0000000000   0.0000000000
   0.0941359346   0.0000000000   0.0000000000
   0.0908371977   0.0000000000   0.0000000000
   0.0867932176   0.0000000000   0.0000000000
   0.0815491499   0.0000000000   0.0000000000
   0.0740140487   0.0000000000   0.0000000000
   0.0598361792   0.0000000000   0.0000000000
