   7811.0010000000002     
   62.500000000000000              502
 17998.5010000000  5963.8573014508 13778.6438902779  0.0000000000  1.0000000000
 17936.0010000000  5943.0856543451 13742.6900375999  0.0000000000  1.0000000000
 17873.5010000000  5922.3141150514 13706.7048966424  0.0000000000  1.0000000000
 17811.0010000000  5901.5426888108 13670.6883388172  0.0000000000  1.0000000000
 17748.5010000000  5880.7713677516 13634.6402117098  0.0000000000  1.0000000000
 17686.0010000000  5860.0001554201 13598.5603815961  0.0000000000  1.0000000000
 17623.5010000000  5839.2290505054 13562.4487052095  0.0000000000  1.0000000000
 17561.0010000000  5818.4580630720 13526.3050579484  0.0000000000  1.0000000000
 17498.5010000000  5797.6871822883 13490.1292777221  0.0000000000  1.0000000000
 17436.0010000000  5776.9164168463 13453.9212352657  0.0000000000  1.0000000000
 17373.5010000000  5756.1457547577 13417.6807641010  0.0000000000  1.0000000000
 17311.0010000000  5735.3752115337 13381.4077445371  0.0000000000  1.0000000000
 17248.5010000000  5714.6047821348 13345.1020198468  0.0000000000  1.0000000000
 17186.0010000000  5693.8344650932 13308.7634383117  0.0000000000  1.0000000000
 17123.5010000000  5673.0642625127 13272.3918532363  0.0000000000  1.0000000000
 17061.0010000000  5652.2941800685 13235.9871229620  0.0000000000  1.0000000000
 16998.5010000000  5631.5242112725 13199.5490832632  0.0000000000  1.0000000000
 16936.0010000000  5610.7543533817 13163.0775751823  0.0000000000  1.0000000000
 16873.5010000000  5589.9846152221 13126.5724588026  0.0000000000  1.0000000000
