       35     3112  Sigma(-)                   1.197450  1.190000    2    1    1
       36    -3112  Anti-Sigma(-)              1.197450  1.190000    2   -1    1
       37    10213  b1(1235)(+)                1.229500  1.235000    3    0    1
       38    10113  b1(1235)(0)                1.229500  1.235000    3    0    1
       39   -10213  b1(1235)(-)                1.229500  1.235000    3    0    1
       40    20213  a1(1260)(+)                1.230000  1.260000    3    0    1
       41    20113  a1(1260)(0)                1.230000  1.260000    3    0    1
       42   -20213  a1(1260)(-)                1.230000  1.260000    3    0    1
       43     2224  Delta1232(++)              1.232000  1.232000    4    1    1
       44    -2224  Anti-Delta1232(++)         1.232000  1.232000    4   -1    1
       45     2214  Delta1232(+)               1.232000  1.232000    4    1    1
       46    -2214  Anti-Delta1232(+)          1.232000  1.232000    4   -1    1
       47     2114  Delta1232(0)               1.232000  1.232000    4    1    1
       48    -2114  Anti-Delta1232(0)          1.232000  1.232000    4   -1    1
       49     1114  Delta1232(-)               1.232000  1.232000    4    1    1
       50    -1114  Anti-Delta1232(-)          1.232000  1.232000    4   -1    1
       51    10323  K11270(+)                  1.273000  1.270000    3    0    1
       52   -10323  K11270(-)                  1.273000  1.270000    3    0    1
       53    10313  K11270(0)                  1.273000  1.270000    3    0    1
       54   -10313  AntiK11270(0)              1.273000  1.270000    3    0    1
       55      225  f2(1270)                   1.275400  1.270000    5    0    1
       56    20223  f1(1285)                   1.281800  1.285000    3    0    1
       57   100221  eta(1295)                  1.294000  0.000000    1    0    0
       58   100211  Pion1300(+)                1.300000  0.000000    1    0    0
       59   100111  Pion1300(0)                1.300000  0.000000    1    0    0
       60  -100211  Pion1300(-)                1.300000  0.000000    1    0    0
       61     3322  Xsi(0)                     1.314830  1.317000    2    1    1
       62    -3322  Anti-Xsi(0)                1.314830  1.317000    2   -1    1
       63     3312  Xsi(-)                     1.321310  1.317000    2    1    1
       64    -3312  Anti-Xsi(-)                1.321310  1.317000    2   -1    1
       65      215  a21320(+)                  1.318300  1.320000    5    0    1
       66      115  a21320(0)                  1.318300  1.320000    5    0    1
       67     -215  a21320(-)                  1.318300  1.320000    5    0    1
       68  9000213  Pion11400(+)               1.376000  0.000000    3    0    0
       69  9000113  Pion11400(0)               1.376000  0.000000    3    0    0
       70 -9000213  Pion11400(-)               1.376000  0.000000    3    0    0
       71     3224  Sigma(+)1385               1.382800  1.385000    4    1    1
       72    -3224  Anti-Sigma(+)1385          1.382800  1.385000    4   -1    1
       73     3214  Sigma(0)1385               1.383700  1.385000    4    1    1
       74    -3214  Anti-Sigma(0)1385          1.383700  1.385000    4   -1    1
       75     3114  Sigma(-)1385               1.387200  1.385000    4    1    1
       76    -3114  Anti-Sigma(-)1385          1.387200  1.385000    4   -1    1
       77    10221  f01370                     1.400000  0.980000    1    0    1
       78    20323  K11400(+)                  1.402000  1.400000    3    0    1
       79   -20323  K11400(-)                  1.402000  1.400000    3    0    1
       80    20313  K11400(0)                  1.402000  1.400000    3    0    1
       81   -20313  AntiK11400(0)              1.402000  1.400000    3    0    1
       82    13122  Lambda1405                 1.406500  1.405000    2    1    1
       83   -13122  Anti-Lambda1405            1.406500  1.405000    2   -1    1
       84   100323  K*1410(+)                  1.414000  0.000000    3    0    0
       85  -100323  K*1410(-)                  1.414000  0.000000    3    0    0
       86   100313  K*1410(0)                  1.414000  0.000000    3    0    0
       87  -100313  AntiK*1410(-)              1.414000  0.000000    3    0    0
       88  9020221  eta1405                    1.410300  0.000000    1    0    0
       89    10321  K0*1430(+)                 1.412000  1.430000    1    0    1
       90   -10321  K0*1430(-)                 1.412000  1.430000    1    0    1
       91    10311  K0*1430(0)                 1.412000  1.430000    1    0    1
       92   -10311  AntiK0*1430(0)             1.412000  1.430000    1    0    1
       93   100223  omega1420                  1.419000  0.000000    3    0    0
       94    20333  f11420                     1.426300  0.000000    3    0    0
       95      325  K2*1430(+)                 1.425600  1.430000    5    0    1
       96     -325  K2*1430(-)                 1.425600  1.430000    5    0    1
       97      315  K2*1430(0)                 1.432400  1.430000    5    0    1
       98     -315  AntiK2*1430(0)             1.432400  1.430000    5    0    1
       99    12212  p1440                      1.440000  1.440000    2    1    1
      100   -12212  Anti-p1440                 1.440000  1.440000    2   -1    1
      101    12112  n1440                      1.440000  1.440000    2    1    1
      102   -12112  Anti-n1440                 1.440000  1.440000    2   -1    1
      103   100213  rho1450(+)                 1.465000  0.000000    3    0    0
      104   100113  rho1450(0)                 1.465000  0.000000    3    0    0
      105  -100213  rho1450(-)                 1.465000  0.000000    3    0    0
      106    10211  a01450(+)                  1.474000  0.980000    1    0    1
      107    10111  a01450(0)                  1.474000  0.980000    1    0    1
      108   -10211  a01450(-)                  1.474000  0.980000    1    0    1
      109   100331  eta1475                    1.476000  0.000000    1    0    0
      110  9030221  f01500                     1.507000  0.000000    1    0    0
      111     3124  Lambda1520                 1.519500  0.000000    4    1    0
      112    -3124  Anti-Lambda1520            1.519500  0.000000    4   -1    0
      113     2124  p1520                      1.520000  1.520000    4    1    1
      114    -2124  Anti-p1520                 1.520000  1.520000    4   -1    1
      115     1214  n1520                      1.520000  1.520000    4    1    1
      116    -1214  Anti-n1520                 1.520000  1.520000    4   -1    1
      117      335  f2prime1525                1.525000  1.525000    5    0    1
      118     3324  Xsi(0)1530                 1.531800  1.530000    4    1    1
      119    -3324  Anti-Xsi(0)1530            1.531800  1.530000    4   -1    1
      120     3314  Xsi(-)1530                 1.535000  1.530000    4    1    1
      121    -3314  Anti-Xsi(-)1530            1.535000  1.530000    4   -1    1
      122    22212  p1535                      1.535000  1.535000    2    1    1
      123   -22212  Anti-p1535                 1.535000  1.535000    2   -1    1
      124    22112  n1535                      1.535000  1.535000    2    1    1
      125   -22112  Anti-n1535                 1.535000  1.535000    2   -1    1
      126    32224  Delta1600(++)              1.600000  1.600000    4    1    1
      127   -32224  Anti-Delta1600(++)         1.600000  1.600000    4   -1    1
      128    32214  Delta1600(+)               1.600000  1.600000    4    1    1
      129   -32214  Anti-Delta1600(+)          1.600000  1.600000    4   -1    1
      130    32114  Delta1600(0)               1.600000  1.600000    4    1    1
      131   -32114  Anti-Delta1600(0)          1.600000  1.600000    4   -1    1
      132    31114  Delta1600(-)               1.600000  1.600000    4    1    1
      133   -31114  Anti-Delta1600(-)          1.600000  1.600000    4   -1    1
      134    23122  Lambda1600                 1.600000  0.000000    2    1    0
      135   -23122  Anti-Lambda1600            1.600000  0.000000    2   -1    0
      136    10225  eta21645                   1.617000  0.000000    5    0    0
      137     2222  Delta1620(++)              1.630000  1.620000    2    1    1
      138    -2222  Anti-Delta1620(++)         1.630000  1.620000    2   -1    1
      139     2122  Delta1620(+)               1.630000  1.620000    2    1    1
      140    -2122  Anti-Delta1620(+)          1.630000  1.620000    2   -1    1
      141     1212  Delta1620(0)               1.630000  1.620000    2    1    1
      142    -1212  Anti-Delta1620(0)          1.630000  1.620000    2   -1    1
      143     1112  Delta1620(-)               1.630000  1.620000    2    1    1
      144    -1112  Anti-Delta1620(-)          1.630000  1.620000    2   -1    1
      145  9010213  Pion11600(+)               1.653000  0.000000    3    0    0
      146  9010113  Pion11600(0)               1.653000  0.000000    3    0    0
      147 -9010213  Pion11600(-)               1.653000  0.000000    3    0    0
      148    32212  p1650                      1.655000  1.650000    2    1    1
      149   -32212  Anti-p1650                 1.655000  1.650000    2   -1    1
      150    32112  n1650                      1.655000  1.650000    2    1    1
      151   -32112  Anti-n1650                 1.655000  1.650000    2   -1    1
      152    13222  Sigma(+)1660               1.660000  0.000000    2    1    0
      153   -13222  Anti-Sigma(+)1660          1.660000  0.000000    2   -1    0
      154    13212  Sigma(0)1660               1.660000  0.000000    2    1    0
      155   -13212  Anti-Sigma(0)1660          1.660000  0.000000    2   -1    0
      156    13112  Sigma(-)1660               1.660000  0.000000    2    1    0
      157   -13112  Anti-Sigma(-)1660          1.660000  0.000000    2   -1    0
      158    30223  omega1650                  1.670000  0.000000    3    0    0
      159      227  omega31670                 1.667000  0.000000    7    0    0
      160    33122  Lambda1670                 1.670000  0.000000    2    1    0
      161   -33122  Anti-Lambda1670            1.670000  0.000000    2   -1    0
      162    13224  Sigma(+)1670               1.670000  0.000000    4    1    0
      163   -13224  Anti-Sigma(+)1670          1.670000  0.000000    4   -1    0
      164    13214  Sigma(0)1670               1.670000  0.000000    4    1    0
      165   -13214  Anti-Sigma(0)1670          1.670000  0.000000    4   -1    0
      166    13114  Sigma(-)1670               1.670000  0.000000    4    1    0
      167   -13114  Anti-Sigma(-)1670          1.670000  0.000000    4   -1    0
      168    10215  Pion21670(+)               1.672400  0.000000    5    0    0
      169    10115  Pion21670(0)               1.672400  0.000000    5    0    0
      170   -10215  Pion21670(-)               1.672400  0.000000    5    0    0
      171     3334  Omega                      1.672430  1.673000    4    1    1
      172    -3334  Anti-Omega                 1.672430  1.673000    4   -1    1
      173     2216  p1675                      1.675000  1.675000    6    1    1
      174    -2216  Anti-p1675                 1.675000  1.675000    6   -1    1
      175     2116  n1675                      1.675000  1.675000    6    1    1
      176    -2116  Anti-n1675                 1.675000  1.675000    6   -1    1
      177   100333  phi1680                    1.680000  0.000000    3    0    0
      178    12216  p1680                      1.685000  1.680000    6    1    1
      179   -12216  Anti-p1680                 1.685000  1.680000    6   -1    1
      180    12116  n1680                      1.685000  1.680000    6    1    1
      181   -12116  Anti-n1680                 1.685000  1.680000    6   -1    1
      182      217  rho31690(+)                1.688800  0.000000    7    0    0
      183      117  rho31690(0)                1.688800  0.000000    7    0    0
      184     -217  rho31690(-)                1.688800  0.000000    7    0    0
      185    13124  Lambda1690                 1.690000  0.000000    4    1    0
      186   -13124  Anti-Lambda1690            1.690000  0.000000    4   -1    0
      187    13322  Xsi(0)1690                 1.690000  0.000000    2    1    0
      188   -13322  Anti-Xsi(0)1690            1.690000  0.000000    2   -1    0
      189    13312  Xsi(-)1690                 1.690000  0.000000    2    1    0
      190   -13312  Anti-Xsi(-)1690            1.690000  0.000000    2   -1    0
      191    22124  p1700                      1.700000  1.700000    4    1    1
      192   -22124  Anti-p1700                 1.700000  1.700000    4   -1    1
      193    21214  n1700                      1.700000  1.700000    4    1    1
      194   -21214  Anti-n1700                 1.700000  1.700000    4   -1    1
      195    12224  Delta1700(++)              1.700000  1.700000    4    1    1
      196   -12224  Anti-Delta1700(++)         1.700000  1.700000    4   -1    1
      197    12214  Delta1700(+)               1.700000  1.700000    4    1    1
      198   -12214  Anti-Delta1700(+)          1.700000  1.700000    4   -1    1
      199    12114  Delta1700(0)               1.700000  1.700000    4    1    1
      200   -12114  Anti-Delta1700(0)          1.700000  1.700000    4   -1    1
      201    11114  Delta1700(-)               1.700000  1.700000    4    1    1
      202   -11114  Anti-Delta1700(-)          1.700000  1.700000    4   -1    1
      203    42212  p1710                      1.710000  1.710000    2    1    1
      204   -42212  Anti-p1710                 1.710000  1.710000    2   -1    1
      205    42112  n1710                      1.710000  1.710000    2    1    1
      206   -42112  Anti-n1710                 1.710000  1.710000    2   -1    1
      207    10331  f01710                     1.715000  0.000000    1    0    0
      208    30323  K*1680(+)                  1.717000  1.410000    3    0    1
      209   -30323  K*1680(-)                  1.717000  1.410000    3    0    1
      210    30313  K*1680(0)                  1.717000  1.410000    3    0    1
      211   -30313  AntiK*1680(0)              1.717000  1.410000    3    0    1
      212    30213  rho1700(+)                 1.720000  1.700000    3    0    1
      213    30113  rho1700(0)                 1.720000  1.700000    3    0    1
      214   -30213  rho1700(-)                 1.720000  1.700000    3    0    1
      215    32124  p1720                      1.720000  1.720000    4    1    1
      216   -32124  Anti-p1720                 1.720000  1.720000    4   -1    1
      217    31214  n1720                      1.720000  1.720000    4    1    1
      218   -31214  Anti-n1720                 1.720000  1.720000    4   -1    1
      219    23222  Sigma(+)1750               1.750000  0.000000    2    1    0
      220   -23222  Anti-Sigma(+)1750          1.750000  0.000000    2   -1    0
      221    23212  Sigma(0)1750               1.750000  0.000000    2    1    0
      222   -23212  Anti-Sigma(0)1750          1.750000  0.000000    2   -1    0
      223    23112  Sigma(-)1750               1.750000  0.000000    2    1    0
      224   -23112  Anti-Sigma(-)1750          1.750000  0.000000    2   -1    0
      225    10325  K21770(+)                  1.773000  0.000000    5    0    0
      226   -10325  K21770(-)                  1.773000  0.000000    5    0    0
      227    10315  K21770(0)                  1.773000  0.000000    5    0    0
      228   -10315  AntiK21770(0)              1.773000  0.000000    5    0    0
      229     3226  Sigma(+)1775               1.775000  0.000000    6    1    0
      230    -3226  Anti-Sigma(+)1775          1.775000  0.000000    6   -1    0
      231     3216  Sigma(0)1775               1.775000  0.000000    6    1    0
      232    -3216  Anti-Sigma(0)1775          1.775000  0.000000    6   -1    0
      233     3116  Sigma(-)1775               1.775000  0.000000    6    1    0
      234    -3116  Anti-Sigma(-)1775          1.775000  0.000000    6   -1    0
      235      327  K3*1780(+)                 1.776000  0.000000    7    0    0
      236     -327  K3*1780(-)                 1.776000  0.000000    7    0    0
      237      317  K3*1780(0)                 1.776000  0.000000    7    0    0
      238     -317  AntiK3*1780(0)             1.776000  0.000000    7    0    0
      239    43122  Lambda1800                 1.800000  0.000000    2    1    0
      240   -43122  Anti-Lambda1800            1.800000  0.000000    2   -1    0
      241    53122  Lambda1810                 1.810000  0.000000    2    1    0
      242   -53122  Anti-Lambda1810            1.810000  0.000000    2   -1    0
      243  9010211  Pion1800(+)                1.812000  0.000000    1    0    0
      244  9010111  Pion1800(0)                1.812000  0.000000    1    0    0
      245 -9010211  Pion1800(-)                1.812000  0.000000    1    0    0
      246    20325  K21820(+)                  1.816000  0.000000    5    0    0
      247   -20325  K21820(-)                  1.816000  0.000000    5    0    0
      248    20315  K21820(0)                  1.816000  0.000000    5    0    0
      249   -20315  AntiK21820(0)              1.816000  0.000000    5    0    0
      250     3126  Lambda1820                 1.820000  0.000000    6    1    0
      251    -3126  Anti-Lambda1820            1.820000  0.000000    6   -1    0
      252    13324  Xsi(0)1820                 1.823000  0.000000    4    1    0
      253   -13324  Anti-Xsi(0)1820            1.823000  0.000000    4   -1    0
      254    13314  Xsi(-)1820                 1.823000  0.000000    4    1    0
      255   -13314  Anti-Xsi(-)1820            1.823000  0.000000    4   -1    0
      256    13126  Lambda1830                 1.830000  0.000000    6    1    0
      257   -13126  Anti-Lambda1830            1.830000  0.000000    6   -1    0
      258      337  phi31850                   1.854000  0.000000    7    0    0
      259    23124  Lambda1890                 1.890000  0.000000    4    1    0
      260   -23124  Anti-Lambda1890            1.890000  0.000000    4   -1    0
      261     2226  Delta1905(++)              1.890000  1.905000    6    1    1
      262    -2226  Anti-Delta1905(++)         1.890000  1.905000    6   -1    1
      263     2126  Delta1905(+)               1.890000  1.905000    6    1    1
      264    -2126  Anti-Delta1905(+)          1.890000  1.905000    6   -1    1
      265     1216  Delta1905(0)               1.890000  1.905000    6    1    1
      266    -1216  Anti-Delta1905(0)          1.890000  1.905000    6   -1    1
      267     1116  Delta1905(-)               1.890000  1.905000    6    1    1
      268    -1116  Anti-Delta1905(-)          1.890000  1.905000    6   -1    1
      269    22222  Delta1910(++)              1.910000  1.910000    2    1    1
      270   -22222  Anti-Delta1910(++)         1.910000  1.910000    2   -1    1
      271    22122  Delta1910(+)               1.910000  1.910000    2    1    1
      272   -22122  Anti-Delta1910(+)          1.910000  1.910000    2   -1    1
      273    21212  Delta1910(0)               1.910000  1.910000    2    1    1
      274   -21212  Anti-Delta1910(0)          1.910000  1.910000    2   -1    1
      275    21112  Delta1910(-)               1.910000  1.910000    2    1    1
      276   -21112  Anti-Delta1910(-)          1.910000  1.910000    2   -1    1
      277    13226  Sigma(+)1915               1.915000  0.000000    6    1    0
      278   -13226  Anti-Sigma(+)1915          1.915000  0.000000    6   -1    0
      279    13216  Sigma(0)1915               1.915000  0.000000    6    1    0
      280   -13216  Anti-Sigma(0)1915          1.915000  0.000000    6   -1    0
      281    13116  Sigma(-)1915               1.915000  0.000000    6    1    0
      282   -13116  Anti-Sigma(-)1915          1.915000  0.000000    6   -1    0
      283    22224  Delta1920(++)              1.920000  1.920000    4    1    1
      284   -22224  Anti-Delta1920(++)         1.920000  1.920000    4   -1    1
      285    22214  Delta1920(+)               1.920000  1.920000    4    1    1
      286   -22214  Anti-Delta1920(+)          1.920000  1.920000    4   -1    1
      287    22114  Delta1920(0)               1.920000  1.920000    4    1    1
      288   -22114  Anti-Delta1920(0)          1.920000  1.920000    4   -1    1
      289    21114  Delta1920(-)               1.920000  1.920000    4    1    1
      290   -21114  Anti-Delta1920(-)          1.920000  1.920000    4   -1    1
      291     2228  Delta1950(++)              1.930000  1.950000    8    1    1
      292    -2228  Anti-Delta1950(++)         1.930000  1.950000    8   -1    1
      293     2218  Delta1950(+)               1.930000  1.950000    8    1    1
      294    -2218  Anti-Delta1950(+)          1.930000  1.950000    8   -1    1
      295     2118  Delta1950(0)               1.930000  1.950000    8    1    1
      296    -2118  Anti-Delta1950(0)          1.930000  1.950000    8   -1    1
      297     1118  Delta1950(-)               1.930000  1.950000    8    1    1
      298    -1118  Anti-Delta1950(-)          1.930000  1.950000    8   -1    1
      299    23224  Sigma(+)1940               1.940000  0.000000    4    1    0
      300   -23224  Anti-Sigma(+)1940          1.940000  0.000000    4   -1    0
      301    23214  Sigma(0)1940               1.940000  0.000000    4    1    0
      302   -23214  Anti-Sigma(0)1940          1.940000  0.000000    4   -1    0
      303    23114  Sigma(-)1940               1.940000  0.000000    4    1    0
      304   -23114  Anti-Sigma(-)1940          1.940000  0.000000    4   -1    0
      305  9050225  f21950                     1.945000  0.000000    5    0    0
      306    23324  Xsi(0)1950                 1.950000  0.000000    4    1    0
      307   -23324  Anti-Xsi(0)1950            1.950000  0.000000    4   -1    0
      308    23314  Xsi(-)1950                 1.950000  0.000000    4    1    0
      309   -23314  Anti-Xsi(-)1950            1.950000  0.000000    4   -1    0
      310    12226  Delta1930(++)              1.960000  1.930000    6    1    1
      311   -12226  Anti-Delta1930(++)         1.960000  1.930000    6   -1    1
      312    12126  Delta1930(+)               1.960000  1.930000    6    1    1
      313   -12126  Anti-Delta1930(+)          1.960000  1.930000    6   -1    1
      314    11216  Delta1930(0)               1.960000  1.930000    6    1    1
      315   -11216  Anti-Delta1930(0)          1.960000  1.930000    6   -1    1
      316    11116  Delta1930(-)               1.960000  1.930000    6    1    1
      317   -11116  Anti-Delta1930(-)          1.960000  1.930000    6   -1    1
      318  9060225  f22010                     2.011000  0.000000    5    0    0
      319    13334  Omega2250                  2.252000  0.000000    4    1    0
      320   -13334  Anti-Omega2250             2.252000  0.000000    4   -1    0
